devicekey,devicename,description,ipaddress,macaddress,inputerrors,outputerrors,speed,ipv6address,duplex,fullduplex,interfacename,subnetmask,broadcastaddress,interfacestate,dhcpenabled,iplongvalue,snapshotid,operationalstatus,protocoltype,maxdatasize,porttype,manufacturer
3697,sc9-bm.026-pdu-red-h05.vmware.com,eth0,0,00:19:85:E3:22:E4,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3698,sc9-bm.026-pdu-pri-k01.vmware.com,eth0,0,00:19:85:00:80:0E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3699,sc9-bm.026-pdu-red-k04.vmware.com,eth0,0,00:19:85:00:80:0F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3700,sc9-bm.026-pdu-red-k05.vmware.com,eth0,0,00:19:85:00:80:18,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3701,sc9-bm.026-pdu-red-k07.vmware.com,eth0,0,00:19:85:00:8F:21,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3702,sc9-bm.026-pdu-red-k06.vmware.com,eth0,0,00:19:85:00:98:FB,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3703,sc9-bm.026-pdu-pri-k06.vmware.com,eth0,0,00:19:85:00:98:FE,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3704,sc9-bm.026-pdu-red-k08.vmware.com,eth0,0,00:19:85:00:8F:18,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3705,sc9-bm.026-pdu-pri-k08.vmware.com,eth0,0,00:19:85:00:8F:23,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3706,sc9-bm.026-pdu-pri-k09.vmware.com,eth0,0,00:19:85:00:80:38,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3707,sc9-bm.026-pdu-red-h13.vmware.com,eth0,0,00:19:85:E3:19:55,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3708,sc9-bm.026-pdu-red-h06.vmware.com,eth0,0,00:19:85:E3:22:DD,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3709,sc9-bm.026-pdu-pri-h13.vmware.com,eth0,0,00:19:85:E3:1A:28,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3710,sc9-bm.026-pdu-pri-l06.vmware.com,eth0,0,00:19:85:E3:19:5E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3711,sc9-bm.026-pdu-red-l06.vmware.com,eth0,0,00:19:85:E3:1A:49,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3807,sc9-bm.026-pdu-red-k09.vmware.com,eth0,0,00:19:85:00:80:31,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3816,sc9-bm.026-pdu-pri-n05.vmware.com,eth0,0,00:19:85:00:80:1E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3817,sc9-bm.026-pdu-pri-n10.vmware.com,eth0,0,00:19:85:00:72:B2,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3818,sc9-bm.026-pdu-pri-n06.vmware.com,eth0,0,00:19:85:00:80:1C,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3819,sc9-bm.026-pdu-pri-h01.vmware.com,eth0,0,00:19:85:E0:AD:6F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3820,sc9-bm.026-pdu-pri-h04.vmware.com,eth0,0,00:19:85:E0:AD:34,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3821,sc9-bm.026-pdu-pri-i03.vmware.com,eth0,0,00:19:85:00:80:21,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3822,sc9-bm.026-pdu-red-k01.vmware.com,eth0,0,00:19:85:00:80:13,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3823,sc9-bm.026-pdu-pri-k02.vmware.com,eth0,0,00:19:85:00:80:17,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3824,sc9-bm.026-pdu-pri-k03.vmware.com,eth0,0,00:19:85:00:80:2B,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3825,sc9-bm.026-pdu-red-k02.vmware.com,eth0,0,00:19:85:00:80:16,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3826,sc9-bm.026-pdu-pri-k13.vmware.com,eth0,0,00:19:85:00:98:EF,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3827,sc9-bm.026-pdu-red-k13.vmware.com,eth0,0,00:19:85:00:98:F4,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3828,sc9-bm.026-pdu-pri-l05.vmware.com,eth0,0,00:19:85:00:80:36,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3835,sc9-bm.026-pdu-pri-n02.vmware.com,eth0,0,00:19:85:00:72:B8,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3836,sc9-bm.026-pdu-red-n05.vmware.com,eth0,0,00:19:85:00:80:22,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3837,sc9-bm.026-pdu-red-n09.vmware.com,eth0,0,00:19:85:00:80:27,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3838,sc9-bm.026-pdu-red-n10.vmware.com,eth0,0,00:19:85:00:72:AF,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3839,sc9-bm.026-pdu-red-n06.vmware.com,eth0,0,00:19:85:00:80:20,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3840,sc9-bm.026-pdu-pri-n11.vmware.com,eth0,0,00:19:85:00:8F:0E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3841,sc9-bm.026-pdu-pri-n12.vmware.com,eth0,0,00:19:85:00:8F:24,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3842,sc9-bm.026-pdu-red-n11.vmware.com,eth0,0,00:19:85:00:8F:0F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3843,sc9-bm.026-pdu-red-n12.vmware.com,eth0,0,00:19:85:00:8F:1E,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3844,sc9-bm.026-pdu-red-f06.vmware.com,eth0,0,00:19:85:00:80:24,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3845,sc9-bm.026-pdu-red-f11.vmware.com,eth0,0,00:19:85:00:72:BC,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3846,sc9-bm.026-pdu-pri-f08.vmware.com,eth0,0,00:19:85:00:8F:13,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3847,sc9-bm.026-pdu-pri-f13.vmware.com,eth0,0,00:19:85:00:72:B7,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3848,sc9-bm.026-pdu-pri-i01.vmware.com,eth0,0,00:19:85:00:80:2C,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3849,sc9-bm.026-pdu-pri-h05.vmware.com,eth0,0,00:19:85:E3:23:7A,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3925,sc9-bm.026-pdu-pri-k05.vmware.com,eth0,0,00:19:85:00:80:0D,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
3926,sc9-bm.026-pdu-pri-k07.vmware.com,eth0,0,00:19:85:00:8F:1F,0,0,10000000,,"",, ,255.255.248.0,,,,,-1,,,,,
