devicekey,name,guid,discovered,productsubtype,overallstatus,producttype,producttypestr,productname,timestamp,lockflags,fulldnsname,mxguid,discoveredname,durablename,wwname,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,nodeluid,uniqueidentifier
15,s2-uat-websvc2-vip,"",1303280780647,None,1,0,Unmanaged,"",1331852730342,0,s2-uat-websvc2-vip.vmware.com,0000005056980185000000030000000f,s2-uat-websvc2-vip,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901903,""
14,s2-uat-websvc1-vip,"",1303280780515,None,1,0,Unmanaged,"",1331852735032,0,s2-uat-websvc1-vip.vmware.com,0000005056980185000000030000000e,s2-uat-websvc1-vip,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901902,""
484,wdc-fab2sw15,CN8841609H,1303329213175,c-Class,1,8,Switch,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,1331880230431,0,wdc-fab2sw15.vmware.com,000000505698018500000003000001e4,wdc-fab2sw15,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902372,38384E43-3134-3036-3948-202020202020
12,s2-uat-tcs8-vip,"",1303280779012,None,1,0,Unmanaged,"",1331852735498,0,s2-uat-tcs8-vip.vmware.com,0000005056980185000000030000000c,s2-uat-tcs8-vip,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901900,""
10,s2-uat-portal-8,"",1303280768084,None,1,11,Unknown,"",1331852729953,0,s2-uat-portal-8.vmware.com,0000005056980185000000030000000a,s2-uat-portal-8,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901898,""
3,s2-uat-portal-9,"",1303280765991,None,1,11,Unknown,"",1331852718039,0,s2-uat-portal-9.vmware.com,00000050569801850000000300000003,s2-uat-portal-9,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901891,""
13,s2-uat-lrp-4,"",1303280780162,None,1,11,Unknown,"",1331852735272,0,s2-uat-lrp-4.vmware.com,0000005056980185000000030000000d,s2-uat-lrp-4,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901901,""
11,s2-uat-portal-10,"",1303280768292,None,1,11,Unknown,"",1331852719800,0,s2-uat-portal-10.vmware.com,0000005056980185000000030000000b,s2-uat-portal-10,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901899,""
16,s2-uat-lrp-1,"",1303280780963,None,1,11,Unknown,"",1331852746859,0,s2-uat-lrp-1.vmware.com,00000050569801850000000300000010,s2-uat-lrp-1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901904,""
1626,USE03816F4,518878USE03816F4,1303933406022,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193667828,0,"",0000005056980185000000030000065a,USE03816F4,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903514,38383135-3837-5355-4530-333831364634
18,s2-uat-lrp-2,"",1303280781349,None,1,11,Unknown,"",1331852738184,0,s2-uat-lrp-2.vmware.com,00000050569801850000000300000012,s2-uat-lrp-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901906,""
466,wdc-fab1sw11,"",1303329203053,None,1,11,Unknown,"",1331879272225,0,wdc-fab1sw11.vmware.com,000000505698018500000003000001d2,wdc-fab1sw11,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902354,""
470,wdc-fab2sw11-cp0,"",1303329206026,None,1,11,Unknown,"",1331879283881,0,wdc-fab2sw11-cp0.vmware.com,000000505698018500000003000001d6,wdc-fab2sw11-cp0,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902358,""
1663,USE0494T0C,518878USE0494T0C,1303933487269,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193667271,0,"",0000005056980185000000030000067f,USE0494T0C,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903551,38383135-3837-5355-4530-343934543043
1638,USE0525C46,518878USE0525C46,1303933437742,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193667136,0,"",00000050569801850000000300000666,USE0525C46,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903526,38383135-3837-5355-4530-353235433436
1666,USE03816F2,518878USE03816F2,1303933490398,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193685491,0,"",00000050569801850000000300000682,USE03816F2,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903554,38383135-3837-5355-4530-333831364632
1692,USE03816FB,518878USE03816FB,1303933571996,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193686322,0,"",0000005056980185000000030000069c,USE03816FB,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903580,38383135-3837-5355-4530-333831364642
1665,USE0494T09,518878USE0494T09,1303933490181,HPProLiant,0,1,Server,ProLiant BL685c G7,1331193685726,0,"",00000050569801850000000300000681,USE0494T09,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903553,38383135-3837-5355-4530-343934543039
1630,USE0525C48,518878USE0525C48,1303933419552,HPProLiant,0,1,Server,ProLiant BL685c G7,1331194799866,0,"",0000005056980185000000030000065e,USE0525C48,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903518,38383135-3837-5355-4530-353235433438
3819,sc9-bm.026-pdu-pri-h01.vmware.com,"",1329562341868,None,1,11,Unknown,"",1331891482229,0,sc9-bm.026-pdu-pri-h01.vmware.com,00000050569801850000000300000eeb,sc9-bm,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905707,""
3848,sc9-bm.026-pdu-pri-i01.vmware.com,"",1329819968115,None,1,11,Unknown,"",1331891487324,0,sc9-bm.026-pdu-pri-i01.vmware.com,00000050569801850000000300000f08,sc9-bm,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905736,""
2073,temp-sc9-mail-vmg1-12-vmotion,"",1306401597701,None,1,0,Unmanaged,"",1331891995098,0,temp-sc9-mail-vmg1-12-vmotion.vmware.com,00000050569801850000000300000819,temp-sc9-mail-vmg1-12-vmotion,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903961,""
3821,sc9-bm.026-pdu-pri-i03.vmware.com,"",1329562362262,None,1,11,Unknown,"",1331891482227,0,sc9-bm.026-pdu-pri-i03.vmware.com,00000050569801850000000300000eed,sc9-bm,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905709,""
1848,temp-sc9-prod-vmg4-2-vmotion,"",1303934484915,None,1,11,Unknown,"",1331892075398,0,temp-sc9-prod-vmg4-2-vmotion.vmware.com,00000050569801850000000300000738,temp-sc9-prod-vmg4-2-vmotion,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903736,""
1406,TWT939V1N8,TWT939V1N8,1303932174870,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1319400099879,0,"",0000005056980185000000030000057e,TWT939V1N8,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903294,39545754-3933-3156-4E38-202020202020
1407,TWT939V1LP,TWT939V1LP,1303932175112,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1319400099938,0,"",0000005056980185000000030000057f,TWT939V1LP,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903295,39545754-3933-3156-4C50-202020202020
1134,ENDPNSHZ6S,ENDPNSHZ6S,1303931048689,HPProLiant,9,1,Server,ProLiant DL585 G1,1319400088160,0,"",0000005056980185000000030000046e,ENDPNSHZ6S,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903022,""
1095,EN59NSHZ73,EN59NSHZ73,1303930968601,HPProLiant,9,1,Server,ProLiant DL585 G1,1319400086319,0,"",00000050569801850000000300000447,EN59NSHZ73,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902983,""
1609,SC9-J07,09USE7436WR4,1303933315534,ServerEnc,1,14,Enclosure,BladeSystem c7000 Enclosure,1319151738168,0,"",00000050569801850000000300000649,SC9-J07,"","",c-Class                         ,                                ,                                ,                                ,                                ,                                ,                                ,12884903497,53553930-3745-3334-3657-523420202020
1614,FOC1138T0TZ,FOC1138T0TZ,1303933323375,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1319400109270,0,"",0000005056980185000000030000064e,FOC1138T0TZ,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903502,31434F46-3331-5438-3054-5A2020202020
1613,FOC1147T0UK,FOC1147T0UK,1303933323087,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1319400109228,0,"",0000005056980185000000030000064d,FOC1147T0UK,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903501,31434F46-3431-5437-3055-4B2020202020
1611,FOC1139T042,FOC1139T042,1303933319638,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1319400109108,0,"",0000005056980185000000030000064b,FOC1139T042,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903499,31434F46-3331-5439-3034-322020202020
1617,J07,Rack_09USE7436WR4,1303933326264,None,0,13,Rack,Rack,1319400109420,0,"",00000050569801850000000300000651,J07,"","",c-Class daisy-chained           ,                                ,                                ,                                ,                                ,                                ,                                ,12884903505,RACK_09USE7436WR4
17,s2-uat-hhq-2,"",1303280781218,None,1,11,Unknown,"",1331852747028,0,s2-uat-hhq-2.vmware.com,00000050569801850000000300000011,s2-uat-hhq-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901905,""
19,s2-uat-lrp-3,"",1303280781492,None,1,11,Unknown,"",1331852743770,0,s2-uat-lrp-3.vmware.com,00000050569801850000000300000013,s2-uat-lrp-3,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884901907,""
1612,FOC1138T13N,FOC1138T13N,1303933321436,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1319400109153,0,"",0000005056980185000000030000064c,FOC1138T13N,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903500,31434F46-3331-5438-3133-4E2020202020
144,10.113.74.59,ILO447707USE809964K,1303283596999,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892704487,0,"",00000050569801850000000300000090,10.113.74.59,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902032,ILO447707USE809964K
213,sc9-i1-oa1a,09OB09BK0241,1303283752133,OA,1,12,MgmtProc,BladeSystem c7000 DDR2 Onboard Administrator with KVM,1331890002982,0,sc9-i1-oa1a.vmware.com,000000505698018500000003000000d5,sc9-i1-oa1a,"","",c-Class                         ,                                ,                                ,                                ,                                ,                                ,                                ,12884902101,424F3930-3930-4B42-3032-343120202020
182,TWT750V06V,TWT750V06V,1303283602306,c-Class,1,8,Switch,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,1331889819124,0,"",000000505698018500000003000000b6,TWT750V06V,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902070,37545754-3035-3056-3656-202020202020
217,ora-prod-ebs-r4-ilo,ILO518878USE0494NY7,1303283752934,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331892984872,0,ora-prod-ebs-r4-ilo.vmware.com,000000505698018500000003000000d9,ora-prod-ebs-r4-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902105,ILO518878USE0494NY7
430,10.128.204.48,"",1303329121789,None,5,11,Unknown,"",1331854118365,0,"",000000505698018500000003000001ae,10.128.204.48,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902318,""
3283,Orphan-3283-10.128.205.230,"",1323069941648,None,0,11,Unknown,"",1330894829545,0,"",00000050569801850000000300000cd3,Orphan-3283-10.128.205.230,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905171,""
421,10.128.204.39,"",1303329106341,None,5,11,Unknown,"",1331854138289,0,"",000000505698018500000003000001a5,10.128.204.39,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902309,""
418,10.128.204.35,"",1303329096994,None,5,11,Unknown,"",1331854125042,0,"",000000505698018500000003000001a2,10.128.204.35,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902306,""
1309,USE801879Y,405024USE801879Y,1303931842611,HPProLiant,0,1,Server,ProLiant BL685c G1,1323331244625,0,"",0000005056980185000000030000051d,USE801879Y,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903197,30353034-3432-5355-4538-303138373959
459,10.128.204.118,"",1303329185098,None,1,11,Unknown,"",1331879179862,0,"",000000505698018500000003000001cb,10.128.204.118,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902347,""
3333,sc9-dd890-mgmt,"",1324031457253,None,0,11,Unknown,"",1325674813249,0,sc9-dd890-mgmt.vmware.com,00000050569801850000000300000d05,sc9-dd890-mgmt,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905221,""
419,10.128.204.36,"",1303329100635,None,5,11,Unknown,"",1331854128987,0,"",000000505698018500000003000001a3,10.128.204.36,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902307,""
1306,use7436v6d,XXXXXXuse7436v6d,1303931842259,HPProLiant,0,1,Server,ProLiant BL685c G1,1323331243920,0,"",0000005056980185000000030000051a,use7436v6d,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903194,58585858-5858-7375-6537-343336763664
423,10.128.204.40,"",1303329109011,None,5,11,Unknown,"",1331854135925,0,"",000000505698018500000003000001a7,10.128.204.40,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902311,""
554,wdc-edl4100-01,"",1303329308562,None,5,11,Unknown,"",1331854305407,0,wdc-edl4100-01.vmware.com,0000005056980185000000030000022a,wdc-edl4100-01,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902442,""
518,wdc-fab2sw16,CN8841607J,1303329224518,c-Class,5,8,Switch,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,1331854324798,0,wdc-fab2sw16.vmware.com,00000050569801850000000300000206,wdc-fab2sw16,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902406,38384E43-3134-3036-374A-202020202020
2516,Orphan-2516-10.113.66.57,"",1313226877825,None,1,12,MgmtProc,"",1321218023346,0,"",000000505698018500000003000009d4,Orphan-2516-10.113.66.57,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884904404,""
1139,TWT724V0HL,TWT724V0HL,1303931049293,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331868412459,0,"",00000050569801850000000300000473,TWT724V0HL,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903027,37545754-3432-3056-484C-202020202020
1109,osdc-cx3-40-03b,"",1303931003222,None,5,0,Unmanaged,"",1331856391993,0,osdc-cx3-40-03b.vmware.com,00000050569801850000000300000455,osdc-cx3-40-03b,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902997,""
1136,FOC1101T0R1,FOC1101T0R1,1303931048969,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1331868412069,0,"",00000050569801850000000300000470,FOC1101T0R1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903024,31434F46-3031-5431-3052-312020202020
1132,10.16.66.137,09O967MK0539,1303931048246,OA,5,12,MgmtProc,BladeSystem c7000 Onboard Administrator,1331868411797,0,"",0000005056980185000000030000046c,10.16.66.137,"","",c-Class                         ,                                ,                                ,                                ,                                ,                                ,                                ,12884903020,394F3930-3736-4B4D-3035-333920202020
1137,FOC1101T0R6,FOC1101T0R6,1303931049052,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1331868412221,0,"",00000050569801850000000300000471,FOC1101T0R6,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903025,31434F46-3031-5431-3052-362020202020
1140,TWT724V0RC,TWT724V0RC,1303931049411,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331868412524,0,"",00000050569801850000000300000474,TWT724V0RC,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903028,37545754-3432-3056-5243-202020202020
1273,sc9-stage-vmg2-3,"",1303931708599,None,1,11,Unknown,"",1331888610909,0,sc9-stage-vmg2-3.vmware.com,000000505698018500000003000004f9,sc9-stage-vmg2-3,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903161,""
1370,sc9-prod-vmg1-11,"",1303932009747,None,1,11,Unknown,"",1331888887097,0,sc9-prod-vmg1-11.vmware.com,0000005056980185000000030000055a,sc9-prod-vmg1-11,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903258,""
2814,10.113.195.21,"",1316942301836,None,5,11,Unknown,"",1331599821966,0,"",00000050569801850000000300000afe,10.113.195.21,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884904702,""
1274,sc9-stage-vmg2-2,"",1303931708857,None,1,11,Unknown,"",1331888610819,0,sc9-stage-vmg2-2.vmware.com,000000505698018500000003000004fa,sc9-stage-vmg2-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903162,""
1254,sc9-stage-vmg2-1,"",1303931670460,None,1,11,Unknown,"",1331888607569,0,sc9-stage-vmg2-1.vmware.com,000000505698018500000003000004e6,sc9-stage-vmg2-1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903142,""
1226,sc9-fab53sw1,CN8747603M,1303931579374,c-Class,1,8,Switch,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,1331888706139,0,sc9-fab53sw1.vmware.com,000000505698018500000003000004ca,sc9-fab53sw1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903114,37384E43-3734-3036-334D-202020202020
1379,sc9-prod-vmg1-3-vmotion,"",1303932080046,None,1,11,Unknown,"",1331888966337,0,sc9-prod-vmg1-3-vmotion.vmware.com,00000050569801850000000300000563,sc9-prod-vmg1-3-vmotion,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903267,""
1371,sc9-prod-vmg1-10,"",1303932011763,None,1,11,Unknown,"",1331888879114,0,sc9-prod-vmg1-10.vmware.com,0000005056980185000000030000055b,sc9-prod-vmg1-10,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903259,""
3181,wdc-f08-bay8,"",1320803991931,None,1,12,MgmtProc,"",1329080426348,0,"",00000050569801850000000300000c6d,wdc-f08-bay8,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905069,""
1355,TWT828V010,TWT828V010,1303931855405,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331888718680,0,"",0000005056980185000000030000054b,TWT828V010,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903243,38545754-3832-3056-3130-202020202020
1352,TWT828V01T,TWT828V01T,1303931854969,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331888718524,0,"",00000050569801850000000300000548,TWT828V01T,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903240,38545754-3832-3056-3154-202020202020
1353,sc9-fab33sw1,CN874760AM,1303931855165,c-Class,1,8,Switch,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,1331889372939,0,sc9-fab33sw1.vmware.com,00000050569801850000000300000549,sc9-fab33sw1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903241,37384E43-3734-3036-414D-202020202020
1356,TWT828V02H,TWT828V02H,1303931855716,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331888718723,0,"",0000005056980185000000030000054c,TWT828V02H,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903244,38545754-3832-3056-3248-202020202020
1323,TWT828V0MW,TWT828V0MW,1303931846866,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331888731335,0,"",0000005056980185000000030000052b,TWT828V0MW,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903211,38545754-3832-3056-4D57-202020202020
1491,sc9-prod-fed-1,"",1303932505987,None,1,11,Unknown,"",1331889307617,0,sc9-prod-fed-1.vmware.com,000000505698018500000003000005d3,sc9-prod-fed-1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903379,""
1522,TWT805V04B,TWT805V04B,1303932793674,c-Class,1,8,Switch,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,1331889461347,0,"",000000505698018500000003000005f2,TWT805V04B,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903410,38545754-3530-3056-3442-202020202020
1520,TWT802V0HR,TWT802V0HR,1303932793381,c-Class,1,8,Switch,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,1331889461236,0,"",000000505698018500000003000005f0,TWT802V0HR,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903408,38545754-3230-3056-4852-202020202020
1516,TWT743V15F,TWT743V15F,1303932788460,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331889461057,0,"",000000505698018500000003000005ec,TWT743V15F,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903404,37545754-3334-3156-3546-202020202020
1417,sc9-prod-vmg2-7,"",1303932213079,None,1,11,Unknown,"",1331889102129,0,sc9-prod-vmg2-7.vmware.com,00000050569801850000000300000589,sc9-prod-vmg2-7,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903305,""
1517,TWT743V16M,TWT743V16M,1303932791604,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331889461101,0,"",000000505698018500000003000005ed,TWT743V16M,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903405,37545754-3334-3156-364D-202020202020
1239,sc9-stage-vmg1-2,"",1303931602199,None,1,11,Unknown,"",1331888430650,0,sc9-stage-vmg1-2.vmware.com,000000505698018500000003000004d7,sc9-stage-vmg1-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903127,""
1432,sc9-cx4-120-01a,"",1303932302086,None,1,11,Unknown,"",1331889124251,0,sc9-cx4-120-01a.vmware.com,00000050569801850000000300000598,sc9-cx4-120-01a,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903320,""
1622,vmview-mgmt-2,"",1303933391743,None,5,11,Unknown,"",1331858134183,0,vmview-mgmt-2.vmware.com,00000050569801850000000300000656,vmview-mgmt-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903510,""
428,10.128.204.42,"",1303329121198,None,5,11,Unknown,"",1331854122651,0,"",000000505698018500000003000001ac,10.128.204.42,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902316,""
1629,view-vmg2-8-ilo,ILO518878USE0525C48,1303933415526,ILO3,5,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331858125251,0,view-vmg2-8-ilo.vmware.com,0000005056980185000000030000065d,view-vmg2-8-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903517,ILO518878USE0525C48
1588,TWT751V0GN,TWT751V0GN,1303932994828,c-Class,1,8,Switch,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,1331889692394,0,"",00000050569801850000000300000634,TWT751V0GN,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903476,37545754-3135-3056-474E-202020202020
1598,FOC1139T07G,FOC1139T07G,1303933297083,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1331890001973,0,"",0000005056980185000000030000063e,FOC1139T07G,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903486,31434F46-3331-5439-3037-472020202020
429,10.128.204.46,"",1303329121438,None,5,11,Unknown,"",1331854125243,0,"",000000505698018500000003000001ad,10.128.204.46,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902317,""
1561,TWT736V1XW,TWT736V1XW,1303932912705,c-Class,1,8,Switch,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,1331889586040,0,"",00000050569801850000000300000619,TWT736V1XW,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903449,37545754-3633-3156-5857-202020202020
427,10.128.204.45,"",1303329120515,None,5,11,Unknown,"",1331854116032,0,"",000000505698018500000003000001ab,10.128.204.45,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902315,""
3178,wdc-f08-bay5,"",1320803990606,None,1,12,MgmtProc,"",1329080426282,0,"",00000050569801850000000300000c6a,wdc-f08-bay5,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884905066,""
420,10.128.204.38,"",1303329105557,None,5,11,Unknown,"",1331854137768,0,"",000000505698018500000003000001a4,10.128.204.38,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902308,""
1767,sc9-prod-vmg3-6,"",1303934022662,None,1,11,Unknown,"",1331890446060,0,sc9-prod-vmg3-6.vmware.com,000000505698018500000003000006e7,sc9-prod-vmg3-6,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903655,""
1789,sc9-k01-oa1b,09OB9ABP2467,1303934159248,OA,1,12,MgmtProc,BladeSystem c7000 Onboard Administrator,1331890622021,0,sc9-k01-oa1b.vmware.com,000000505698018500000003000006fd,sc9-k01-oa1b,"","",c-Class                         ,                                ,                                ,                                ,                                ,                                ,                                ,12884903677,424F3930-4139-5042-3234-363720202020
1705,sc9-cx4-1709b,"",1303933670661,None,1,11,Unknown,"",1331890274678,0,sc9-cx4-1709b.vmware.com,000000505698018500000003000006a9,sc9-cx4-1709b,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903593,""
1838,sc9-rpa1-mgmt,"",1303934248949,None,1,11,Unknown,"",1331890652494,0,sc9-rpa1-mgmt.vmware.com,0000005056980185000000030000072e,sc9-rpa1-mgmt,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903726,""
1685,FOC1139T06C,FOC1139T06C,1303933561456,c-Class,1,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1331890168559,0,"",00000050569801850000000300000695,FOC1139T06C,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903573,31434F46-3331-5439-3036-432020202020
1712,view-vmg1-1,"",1303933708269,None,1,11,Unknown,"",1331890263806,0,view-vmg1-1.vmware.com,000000505698018500000003000006b0,view-vmg1-1,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903600,""
1751,sc9-prod-vmg3-6-ilo,ILO518878USE04232JJ,1303933782094,ILO3,5,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331916934311,0,sc9-prod-vmg3-6-ilo.vmware.com,000000505698018500000003000006d7,sc9-prod-vmg3-6-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903639,ILO518878USE04232JJ
1720,sc9-prod-vmg4-10-ilo,ILO603718USE0412MKK,1303933731594,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893060416,0,sc9-prod-vmg4-10-ilo.vmware.com,000000505698018500000003000006b8,sc9-prod-vmg4-10-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903608,ILO603718USE0412MKK
2344,10.113.192.125,"",1311240565036,None,5,11,Unknown,"",1331859355088,0,"",00000050569801850000000300000928,10.113.192.125,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884904232,""
