devicekey,name,guid,discovered,productsubtype,overallstatus,producttype,producttypestr,productname,timestamp,lockflags,fulldnsname,mxguid,discoveredname,durablename,wwname,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,nodeluid,uniqueidentifier
2534,USE129CMLA,518878USE129CMLA,1313400600645,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893092773,0,"",000000505698018500000003000009e6,USE129CMLA,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884904422,38383135-3837-5355-4531-3239434D4C41
1791,sc9-prod-vmg3-2-ilo,ILO518878USE04232JC,1303934162565,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893143985,0,sc9-prod-vmg3-2-ilo.vmware.com,000000505698018500000003000006ff,sc9-prod-vmg3-2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903679,ILO518878USE04232JC
2533,USE129CMLB,518878USE129CMLB,1313400600110,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893146718,0,"",000000505698018500000003000009e5,USE129CMLB,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884904421,38383135-3837-5355-4531-3239434D4C42
1823,sc9-prod-vmg4-4-ilo,ILO603718USE0412MKX,1303934244221,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893217358,0,sc9-prod-vmg4-4-ilo.vmware.com,0000005056980185000000030000071f,sc9-prod-vmg4-4-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903711,ILO603718USE0412MKX
1832,USE0412MKX,603718USE0412MKX,1303934246355,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893217395,0,"",00000050569801850000000300000728,USE0412MKX,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903720,37333036-3831-5355-4530-3431324D4B58
1826,sc9-prod-vmg4-6-ilo,ILO603718USE0412MKS,1303934244831,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893227187,0,sc9-prod-vmg4-6-ilo.vmware.com,00000050569801850000000300000722,sc9-prod-vmg4-6-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903714,ILO603718USE0412MKS
1796,sc9-mail-vmg1-5-ilo,ILO603718USE0412MKW,1303934171642,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893113412,0,sc9-mail-vmg1-5-ilo.vmware.com,00000050569801850000000300000704,sc9-mail-vmg1-5-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903684,ILO603718USE0412MKW
1805,USE0412MKP,603718USE0412MKP,1303934187096,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893146260,0,"",0000005056980185000000030000070d,USE0412MKP,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903693,37333036-3831-5355-4530-3431324D4B50
1808,USE0412MKJ,603718USE0412MKJ,1303934191691,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893153413,0,"",00000050569801850000000300000710,USE0412MKJ,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903696,37333036-3831-5355-4530-3431324D4B4A
1809,USE0412MKW,603718USE0412MKW,1303934193003,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893113447,0,"",00000050569801850000000300000711,USE0412MKW,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903697,37333036-3831-5355-4530-3431324D4B57
1794,sc9-mail-vmg1-1-ilo,ILO603718USE04024CF,1303934167693,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893152136,0,sc9-mail-vmg1-1-ilo.vmware.com,00000050569801850000000300000702,sc9-mail-vmg1-1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903682,ILO603718USE04024CF
