"timestamp","vcserver","vmname","name","type","connectstate","macaddress","networkname"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-mln-a4-TBD","Network adapter 1","Network adapter 1",,"00:50:56:98:01:ba","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-qa4-ksedw-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:bc","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","inf-qa4-ksinf-a1.bak.","Network adapter 1","Network adapter 1",,"00:50:56:98:01:bd","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-qa4-ksinf-d1.bak","Network adapter 1","Network adapter 1",,"00:50:56:98:01:be","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-zil-a1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:bf","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-zil-a2","Network adapter 1","Network adapter 1",,"00:50:56:98:01:c1","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-zildb1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:c4","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-offpm-2","Network adapter 1","Network adapter 1",,"00:50:56:98:01:c5","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-offpm-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:c7","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-patm-2","Network adapter 1","Network adapter 1",,"00:50:56:98:01:cc","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-patm-3","Network adapter 1","Network adapter 1",,"00:50:56:98:01:cf","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-patm-4","Network adapter 1","Network adapter 1",,"00:50:56:98:01:d0","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-patm-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:d1","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","s2-uat-hhqpatm-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:d2","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","web-lt-5","Network adapter 1","Network adapter 1",,"00:50:56:98:01:d5","wdc-loadtest-dmz-10.128.38.0/24"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","web-lt-6","Network adapter 1","Network adapter 1",,"00:50:56:98:01:d6","wdc-loadtest-dmz-10.128.38.0/24"
