"timestamp","vcserver","cluster","resourcepool","folder","vmhost","vmname","persistentid","id","application","powerstate","connectionstate","gueststate","version","numcpu","memorymb","provisionedspacegb","usedspacegb","guestfullname","toolstatus","toolsversion","toolsrunningstatus","hostname","ipaddress","storagecommitted","storageuncommitted","boottime","suspendtime","suspendinterval","createdtime","createdby"
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","Resources",,"sc9-vf-dev1-01.vmware.com","dev-dhcp","50346e0f-039a-c3fa-4e05-f9d713334226","VirtualMachine-vm-1033",,"PoweredOn","connected","Running","v7","1","2048","22.00232","22.00232","Microsoft Windows Server 2008 R2 (64-bit)","toolsOk","8295","guestToolsRunning","dev-dhcp","10.119.55.241","23624808480","0","10/26/2011 11:05:34 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1521489563-bi-fbi-qa-a1","50261563-4feb-90bc-f574-0780a3849dfa","VirtualMachine-vm-1104",,"PoweredOn","connected","Running","v7","2","4000","119.9306","119.9306","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOld","8290","guestToolsRunning","bi-fbi-qa-a1.vmware.com","10.119.41.29","128774554474","0","10/24/2011 10:47:09 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1043934393-bi-fbi-uat-a1","5026996c-36fb-cb14-d2a9-d5200a2f03e2","VirtualMachine-vm-1106",,"PoweredOn","connected","Running","v7","2","4000","119.9306","119.9306","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOld","8290","guestToolsRunning","bi-fbi-uat-a1.vmware.com","10.119.41.30","128774554586","0","10/25/2011 3:00:26 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","0250924788-ora-fbi-uat-d1","5026ad16-5974-a913-bf9b-d1a2c1fff652","VirtualMachine-vm-1108",,"PoweredOn","connected","Running","v7","2","8192","952.3488","947.8058","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-fbi-uat-d1","10.119.41.31","1017698764270","4877975552","10/24/2011 10:40:03 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1436673870-icew-tgt-qa-d1","50266448-08ad-6945-28cf-d03e28162551","VirtualMachine-vm-1110",,"PoweredOn","connected","Running","v7","2","8192","132.3488","131.8058","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","icew-tgt-qa-d1","10.119.41.32","141525436450","583008256","10/24/2011 10:34:15 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","0021229252-_icew-src-qa-d1","5026551c-d3e6-28de-e7ea-efda206848a8","VirtualMachine-vm-1131",,"PoweredOn","connected","Running","v7","2","8192","232.3488","231.923","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","icew-src-qa-d1","10.119.41.33","249025475677","457179136","10/26/2011 9:57:40 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1285357980-ora-fbi-uat1-d1","50262d13-1797-739c-4b9d-3c0e19c90f34","VirtualMachine-vm-1134",,"PoweredOn","connected","Running","v7","2","8192","952.3488","947.8058","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-fbi-uat1-d1","10.119.41.34","1017698762911","4877975552","11/4/2011 1:22:34 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","2081343988-inf-fbi-qa-a1","5026b28c-f232-cc81-d7c4-f66d803c49b6","VirtualMachine-vm-1136",,"PoweredOn","connected","Running","v7","4","16384","109.0011","109.0011","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOld","8290","guestToolsRunning","inf-fbi-qa-a1.vmware.com","10.119.41.35","117039046127","0","10/28/2011 9:39:16 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","2047047497-inf-fbi-uat-a1","5026308f-6b9a-ab85-44c0-76439c9a4c75","VirtualMachine-vm-1138",,"PoweredOn","connected","Running","v7","4","16384","109.001","109.001","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOld","8290","guestToolsRunning","inf-fbi-uat-a1.vmware.com","10.119.41.36","117038908385","0","10/29/2011 5:40:47 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1528111511-ora-fbi-uat2-d1","5026c0e7-ae7e-6812-6112-c601f63224f7","VirtualMachine-vm-1144",,"PoweredOn","connected","Running","v7","2","8192","952.3488","948.4621","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-fbi-uat2-d1","10.119.41.37","1018403406118","4173332480","11/4/2011 1:57:46 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","2051300975-OEL5.5-template","5026dc0e-353a-1f91-e16a-724632babd4d","VirtualMachine-vm-1162",,"PoweredOff","connected","NotRunning","v7","2","4096","44.34828","38.24281","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"41062909569","6555697152",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","1870657114-win2k3-dev-1","5026e855-4b94-a4eb-ad61-9ab031211e2c","VirtualMachine-vm-1184",,"PoweredOn","connected","Running","v7","2","4096","73.00069","73.00069","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","win2k3-dev-1.vmware.com","10.119.49.48","78383888432","0","11/17/2011 7:40:10 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1367999379-gss-test-mysql","5026f6b6-3f0a-7408-ce17-f53f7f6cc0e4","VirtualMachine-vm-439",,"PoweredOn","connected","Running","v7","2","4096","137.3482","67.1099","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","gss-test-mysql","10.119.41.1","72058704651","75417780224",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","1124266194-s2-test-gsscm-1","502681e2-9100-a027-e287-2a89f2f6a771","VirtualMachine-vm-441",,"PoweredOn","connected","Running","v7","4","8192","86.34881","86.34881","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","s2-test-gsscm-1","10.119.41.2","92716326685","0",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-01.vmware.com","0686355787-obie-mkt-qa2","50267466-205f-46bc-3d06-007d8e212d94","VirtualMachine-vm-456",,"PoweredOn","connected","Running","v7","2","4096","70.09848","70.09848","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","obie-mkt-qa2.vmware.com","10.119.41.4","75267671001","0",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","0502337293-ora-vcd-db2","5026ce92-c796-eb98-3449-7b14eddf19e1","VirtualMachine-vm-698",,"PoweredOn","connected","Running","v7","4","8192","262.3482","66.80522","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-vcd-db2","10.119.49.18","71731560906","209962663936",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","0993690982-ora-sls-dev1-d1","50266783-32c1-9734-3585-2eb8bf75a049","VirtualMachine-vm-858",,"PoweredOn","connected","Running","v7","2","8192","552.3488","548.4777","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-sls-dev1-d1","10.119.49.24","588923479687","4156555264",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","1068295990-obie-sls-dev1","50263dd6-f033-5059-6404-09223be38585","VirtualMachine-vm-882",,"PoweredOn","connected","Running","v7","2","4096","73.09831","73.09831","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","obie-sls-dev1.vmware.com","10.119.49.25","78488718080","0",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","0273973461-bi-sls-dev3-a1","50267d9f-72f0-4d0a-9ca1-d16249637a0d","VirtualMachine-vm-901",,"PoweredOn","connected","Running","v4","2","4096","108.0005","108.0005","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","bi-sls-dev3-a1.vmware.com","10.119.49.32","115964672784","0",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","1892420285-s2-dev-icewm-1","5026965d-f4ce-827b-d568-81021bb2427b","VirtualMachine-vm-925",,"PoweredOn","connected","Running","v7","2","4096","89.34877","89.34877","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","s2-dev-icewm-1","10.119.49.35","95937515213","0",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-01.vmware.com","0995429652-ora-fbi-dev-d1","5026e2ed-2c02-705b-4441-23db7137fefb","VirtualMachine-vm-966",,"PoweredOn","connected","Running","v7","2","8192","952.3488","947.8058","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","ora-fbi-dev-d1","10.119.49.26","1017698764130","4877975552","10/25/2011 8:38:50 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0261435010-bi-fbi-dev-a1","50263e40-e836-7881-6189-9d371bf9c571","VirtualMachine-vm-1012",,"PoweredOff","connected","NotRunning","v7","2","4000","120.9072","117.0009","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"125628789904","4194304000",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0346112461-s2-dev-icewm-2","50265562-778a-61d9-ef8a-fb0a231b6ffa","VirtualMachine-vm-1046",,"PoweredOff","connected","NotRunning","v7","2","4096","90.34879","86.34879","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92716301992","4294967296",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1369966654-icew-tgt-dev-d1","5026e39e-b859-25a0-7359-0837d63bbc81","VirtualMachine-vm-1050",,"PoweredOff","connected","NotRunning","v7","2","8192","134.3488","125.8058","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"135082935577","9172942848",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1762620231-ora-fbi-dev-d1","5026eaae-e6bc-d3aa-46df-3a43029b4494","VirtualMachine-vm-1090",,"PoweredOff","connected","NotRunning","v7","2","8192","954.3488","941.8058","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"1011256260591","13467910144",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-02.vmware.com","1549048432-ora-fbi-uat1-d1","50263dea-0add-3580-835a-860c8766c03a","VirtualMachine-vm-1132",,"PoweredOff","connected","NotRunning","v7","2","8192","954.3488","941.8058","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"1011256260603","13467910144",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0810452563-dev-itbm-db","502630c2-2fbb-4408-4a11-9694c59dc37e","VirtualMachine-vm-1163",,"PoweredOn","connected","Running","v7","2","8192","146.3483","144.2428","Oracle Linux 4/5 (64-bit)","toolsOk","8295","guestToolsRunning","dev-itbm-db","10.119.49.46","154879567649","2260729856","11/17/2011 7:38:14 PM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-02.vmware.com","1055383971-icew-src-tst-d2","5026111f-2a8d-6773-2e0b-3a82c39b6917","VirtualMachine-vm-1170",,"PoweredOff","connected","NotRunning","v7","2","8192","134.3488","125.923","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"135208819190","9047113728",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","2065745545-dev-casemgmt","50269a9d-5859-e763-823e-7494915d04e3","VirtualMachine-vm-290",,"PoweredOff","connected","NotRunning","v7","4","8192","94.34951","86.34951","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92717081708","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1840089193-ora-dev-ksbkdm-d1","5026f80f-619d-f386-a06b-9b94bfd2a28f","VirtualMachine-vm-311",,"PoweredOff","connected","NotRunning","v7","2","8192","264.3481","33.79737","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"36289651733","247552016384",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0955071519-obiemktappvm","5026c92d-e9a6-2704-d6b7-28797f523291","VirtualMachine-vm-357",,"PoweredOff","connected","NotRunning","v7","2","4096","74.09837","70.09837","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"75267554378","4294967296",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1750881087-ora-mkt-db1","50268329-eebc-ef99-18cf-52b4227e4f00","VirtualMachine-vm-369",,"PoweredOff","connected","NotRunning","v7","2","8192","264.3481","33.79737","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"36289652161","247552016384",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0261796327-obie-mkt-dev2","50262cb3-747a-6c62-2a5b-95fce0313e89","VirtualMachine-vm-385",,"PoweredOn","connected","Running","v7","2","4096","70.09876","70.09876","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","obie-mkt-dev2.vmware.com","10.119.49.1","75267972722","0","9/1/2011 12:07:13 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1009097866-mysql-base-3","502637f5-c04d-fe18-2e3f-b831765b989b","VirtualMachine-vm-423",,"PoweredOff","connected","NotRunning","v7","1","2048","136.3481","15.43018","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"16568030952","129834680320",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0237801763-dev-casemgmt","5026103f-8c9e-acba-648f-7551a83b0328","VirtualMachine-vm-433",,"PoweredOff","connected","NotRunning","v7","4","8192","94.34879","86.34879","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92716313365","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","0079135120-test-vdc-01",,"sc9-vf-dev1-02.vmware.com","1199755391-dev-casemgmt","5026c4c2-fbf4-4a1e-3f1d-03c5c200f060","VirtualMachine-vm-435",,"PoweredOff","connected","NotRunning","v7","4","8192","94.34879","86.34879","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92716313366","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","2098740760-obiemktappvm","50265954-15f8-7e8a-257d-dac346a09639","VirtualMachine-vm-450",,"PoweredOff","connected","NotRunning","v7","2","4096","74.09834","70.09834","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"75267525780","4294967296",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1904559184-windows2k3-eval","5026acfc-dd9f-2a4b-0954-a80244e8e48f","VirtualMachine-vm-477",,"PoweredOn","connected","Running","v7","2","4096","70.09838","70.09838","Microsoft Windows Server 2003, Enterprise Edition (32-bit)","toolsOk","8295","guestToolsRunning","windows2k3-eval.vmware.com","10.119.49.12","75267561729","0","9/1/2011 12:07:12 AM",,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1534747537-s2-lt-gsscm-1","5026acc4-bbc3-baaa-0fc2-9cb64fd9139e","VirtualMachine-vm-479",,"PoweredOff","connected","NotRunning","v7","4","8192","94.34879","86.34879","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92716313307","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0982322424-s2-dev-gsscm-1","5026d70e-0b9b-17dd-1692-cf20b32014e2","VirtualMachine-vm-483",,"PoweredOff","connected","NotRunning","v7","4","8192","94.34879","86.34879","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"92716312513","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","0538226335-mysql-base-demo","5026a0c6-b605-c443-3616-598bd6a48734","VirtualMachine-vm-504",,"PoweredOff","connected","NotRunning","v7","1","2048","8.348149","4.102056","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"4404548668","4559208448",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1013076614-s2-demo-gsscm-1","502643c9-5c2e-532a-fdce-e6f307d99a66","VirtualMachine-vm-508",,"PoweredOff","connected","NotRunning","v7","4","8192","14.34879","6.348794","Other 2.6x Linux (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"6816965194","8589934592",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","2119632479-mysql-demo1","5026a117-e8c7-451a-4bc4-b7a52ece9264","VirtualMachine-vm-575",,"PoweredOff","connected","NotRunning","v7","1","2048","8.348145","4.234864","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"4547151046","4416602112",,,"0",,
"2011-11-21 04:59:14","vf-vcd-vc-01.vmware.com","vf-dev1","1486675750-dev-vdc-01",,"sc9-vf-dev1-02.vmware.com","1809590731-ora-mkt-db2","5026edfb-3197-e745-2d0d-b598b15f89ba","VirtualMachine-vm-656",,"PoweredOff","connected","NotRunning","v7","2","8192","264.3481","33.80519","Red Hat Enterprise Linux 5 (64-bit)","toolsNotRunning",,"guestToolsNotRunning",,,"36298045296","247543627776",,,"0",,
