ip,port,name
10.146.174.5,8080,/onecloud/s2-test11-solrs-vip.vmware.com-pool
10.146.174.7,8080,/onecloud/s2-test11-solrs-vip.vmware.com-pool
10.148.236.19,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.148.236.20,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.146.174.82,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.146.174.83,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.148.236.21,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.148.236.22,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.148.236.23,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.148.236.24,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.146.174.38,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.146.174.39,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.146.174.40,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.146.174.41,8001,/onecloud/visl-test11-pl-vip.vmware.com-pool
10.148.236.82,7777,/onecloud/test11soa-vip.vmware.com-pool
10.148.236.83,7777,/onecloud/test11soa-vip.vmware.com-pool
10.146.174.89,7777,/onecloud/test11soa-vip.vmware.com-pool
10.146.174.90,7777,/onecloud/test11soa-vip.vmware.com-pool
10.148.236.42,8001,/onecloud/s2-test11-lr4-vip.vmware.com-pool
10.148.236.43,8001,/onecloud/s2-test11-lr4-vip.vmware.com-pool
10.146.174.80,8001,/onecloud/s2-test11-lr4-vip.vmware.com-pool
10.146.174.81,8001,/onecloud/s2-test11-lr4-vip.vmware.com-pool
10.148.236.21,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.148.236.22,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.148.236.23,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.148.236.24,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.146.174.38,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.146.174.39,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.146.174.40,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.146.174.41,8011,/onecloud/psb-test11-ml-vip.vmware.com-pool
10.148.236.81,389,/onecloud/test11-oid.vmware.com-pool
10.148.236.80,389,/onecloud/test11-oid.vmware.com-pool
10.146.174.33,389,/onecloud/test11-oid.vmware.com-pool
10.146.174.34,389,/onecloud/test11-oid.vmware.com-pool
10.148.235.64,8011,/onecloud/s2-test12-ebssso-ag-pool
10.148.235.65,8011,/onecloud/s2-test12-ebssso-ag-pool
10.148.236.19,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.148.236.20,80,/onecloud/lrp-test11-vip.vmware.com-pool
10.148.236.85,80,/onecloud/www-test11-vip.vmware.com-pool
10.148.236.86,80,/onecloud/www-test11-vip.vmware.com-pool
10.146.174.85,80,/onecloud/www-test11-vip.vmware.com-pool
10.146.174.84,80,/onecloud/www-test11-vip.vmware.com-pool
10.148.236.30,8181,/onecloud/s2-test11-websvc1-vip.vmware.com-pool
10.148.236.31,8181,/onecloud/s2-test11-websvc1-vip.vmware.com-pool
10.148.235.64,9443,/onecloud/s2-test12-ebssso-vip
10.148.235.65,9443,/onecloud/s2-test12-ebssso-vip
10.148.236.13,7780,/onecloud/test11-webpass-vip.vmware.com-pool
10.148.236.14,7780,/onecloud/test11-webpass-vip.vmware.com-pool
10.146.174.57,7780,/onecloud/test11-webpass-vip.vmware.com-pool
10.146.174.60,7780,/onecloud/test11-webpass-vip.vmware.com-pool
10.148.236.30,8281,/onecloud/s2-test11-websvc2-vip.vmware.com-pool
10.148.236.31,8281,/onecloud/s2-test11-websvc2-vip.vmware.com-pool
10.148.236.85,80,/onecloud/www-test11-vip.vmware.com-pool
10.148.236.86,80,/onecloud/www-test11-vip.vmware.com-pool
10.146.174.85,80,/onecloud/www-test11-vip.vmware.com-pool
10.146.174.84,80,/onecloud/www-test11-vip.vmware.com-pool
10.148.236.76,8001,/onecloud/s2-test11-lr3-vip.vmware.com-pool
10.148.236.76,8011,/onecloud/s2-test11-lr3-vip.vmware.com-pool
10.146.174.42,8001,/onecloud/s2-test11-lr3-vip.vmware.com-pool
10.146.174.42,8011,/onecloud/s2-test11-lr3-vip.vmware.com-pool
10.148.236.42,8011,/onecloud/s2-test11-lr5-vip.vmware.com-pool
10.148.236.43,8011,/onecloud/s2-test11-lr5-vip.vmware.com-pool
10.146.174.80,8011,/onecloud/s2-test11-lr5-vip.vmware.com-pool
10.146.174.81,8011,/onecloud/s2-test11-lr5-vip.vmware.com-pool
10.148.236.21,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.148.236.22,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.148.236.23,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.148.236.24,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.146.174.38,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.146.174.39,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.146.174.40,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.146.174.41,8001,/onecloud/visl-test11-ml-vip.vmware.com-pool
10.148.236.56,7780,/onecloud/ucmtest11-vip.vmware.com-pool
10.148.236.57,7780,/onecloud/ucmtest11-vip.vmware.com-pool
10.146.174.65,7780,/onecloud/ucmtest11-vip.vmware.com-pool
10.146.174.66,7780,/onecloud/ucmtest11-vip.vmware.com-pool
10.148.236.77,8001,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.148.236.78,8001,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.146.174.43,8001,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.146.174.44,8001,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.146.174.8,8001,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.146.174.8,8011,/onecloud/s2-test11-lr1-vip.vmware.com-pool
10.148.236.32,8481,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.148.236.32,8581,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.148.236.34,8481,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.148.236.34,8581,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.148.236.2,80,/onecloud/portal-test11-flexlm-vip.vmware.com-pool
10.148.236.3,80,/onecloud/portal-test11-flexlm-vip.vmware.com-pool
10.146.174.12,80,/onecloud/portal-test11-flexlm-vip.vmware.com-pool
10.146.174.13,80,/onecloud/portal-test11-flexlm-vip.vmware.com-pool
10.148.236.26,80,/onecloud/wwwa-test11-web-vip-1.vmware.com-pool
10.146.174.73,80,/onecloud/wwwa-test11-web-vip-1.vmware.com-pool
10.148.236.77,8011,/onecloud/s2-test11-lr2-vip.vmware.com-pool
10.148.236.78,8011,/onecloud/s2-test11-lr2-vip.vmware.com-pool
10.146.174.43,8011,/onecloud/s2-test11-lr2-vip.vmware.com-pool
10.146.174.44,8011,/onecloud/s2-test11-lr2-vip.vmware.com-pool
10.148.236.30,8381,/onecloud/s2-test11-websvc3-vip.vmware.com-pool
10.148.236.31,8381,/onecloud/s2-test11-websvc3-vip.vmware.com-pool
10.148.236.70,6501,/onecloud/test11-ovd.vmware.com-pool
10.146.174.75,6501,/onecloud/test11-ovd.vmware.com-pool
10.146.174.77,6501,/onecloud/test11-ovd.vmware.com-pool
10.148.236.15,80,/onecloud/portal-test11-webgate-vip.vmware.com-pool
10.148.236.18,80,/onecloud/portal-test11-webgate-vip.vmware.com-pool
10.146.174.59,80,/onecloud/portal-test11-webgate-vip.vmware.com-pool
10.146.174.63,80,/onecloud/portal-test11-webgate-vip.vmware.com-pool
10.148.236.66,8011,/onecloud/test11osb-vip.vmware.com-pool
10.148.236.68,8011,/onecloud/test11osb-vip.vmware.com-pool
10.146.174.58,8011,/onecloud/test11osb-vip.vmware.com-pool
10.148.174.56,8011,/onecloud/test11osb-vip.vmware.com-pool
10.113.54.48,2222,upload-test-sftp-pool
10.148.236.32,8581,/onecloud/s2-test11-websvc5-vip.vmware.com-pool
10.148.236.34,8581,/onecloud/s2-test11-websvc5-vip.vmware.com-pool
10.148.236.6,8011,/onecloud/s2-test11-ebssso-ag-pool
10.148.236.7,8011,/onecloud/s2-test11-ebssso-ag-pool
10.148.236.6,9443,/onecloud/s2-test11-ebssso-pool
10.148.236.7,9443,/onecloud/s2-test11-ebssso-pool
10.148.249.159,8888,/onecloud/ucmdev71tril-vip.vmware.com-pool
10.148.249.163,8888,/onecloud/ucmdev71tril-vip.vmware.com-pool
10.148.236.32,8481,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.148.236.34,8481,/onecloud/s2-test11-websvc4-vip.vmware.com-pool
10.113.162.66,8001,tpub-prod-dmz-pool
10.113.162.67,8001,tpub-prod-dmz-pool
10.113.162.66,8001,tpub-prod-dmz-pool
10.113.162.67,8001,tpub-prod-dmz-pool
10.113.14.175,8080,kcat-stage-app-pool
10.113.14.176,8080,kcat-stage-app-pool
10.128.36.104,8443,esg-lt-int-pool
10.128.36.105,8443,esg-lt-int-pool
10.130.64.78,8443,esg-wdc-ext-pool
10.130.64.79,8443,esg-wdc-ext-pool
10.130.41.48,8443,esg-qa-int-pool
10.130.41.49,8443,esg-qa-int-pool
10.148.92.64,8888,/onecloud/ucmuat2tril-vip.vmware.com-pool
10.148.92.68,8888,/onecloud/ucmuat2tril-vip.vmware.com-pool
10.148.234.36,8481,/onecloud/s2-test31-websvc4-vip-pool
10.148.234.37,8481,/onecloud/s2-test31-websvc4-vip-pool
10.148.92.90,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.91,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.92,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.93,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.28,80,/onecloud/wwwa-uat2-web-vip-1.vmware.com-pool
10.148.92.29,80,/onecloud/wwwa-uat2-web-vip-1.vmware.com-pool
10.148.92.14,8011,/onecloud/s2-uat2-ebssso-ag-pool
10.148.92.4,8011,/onecloud/s2-uat2-ebssso-ag-pool
10.148.92.25,80,/onecloud/s2-uat2-solrs-vip.vmware.com-pool
10.148.92.27,80,/onecloud/s2-uat2-solrs-vip.vmware.com-pool
10.148.92.14,9443,/onecloud/s2-uat2-ebssso-pool
10.148.92.4,9443,/onecloud/s2-uat2-ebssso-pool
10.148.92.47,8001,/onecloud/s2-uat2-lr3-vip.vmware.com-pool
10.148.92.47,8011,/onecloud/s2-uat2-lr3-vip.vmware.com-pool
10.148.92.5,80,/onecloud/lrp-uat2-vip.vmware.com-pool
10.148.92.6,80,/onecloud/lrp-uat2-vip.vmware.com-pool
10.148.92.83,8011,/onecloud/uat2osb-vip.vmware.com-pool
10.148.92.84,8011,/onecloud/uat2osb-vip.vmware.com-pool
10.148.92.85,8011,/onecloud/uat2osb-vip.vmware.com-pool
10.148.92.86,8011,/onecloud/uat2osb-vip.vmware.com-pool
10.148.92.58,8011,/onecloud/s2-uat2-lr5-vip.vmware.com-pool
10.148.92.59,8011,/onecloud/s2-uat2-lr5-vip.vmware.com-pool
10.148.92.90,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.91,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.92,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.93,80,/onecloud/www-uat2-vip.vmware.com-pool
10.148.92.69,8011,/onecloud/s2-uat2-lr2-vip.vmware.com-pool
10.148.92.70,8011,/onecloud/s2-uat2-lr2-vip.vmware.com-pool
10.148.92.18,443,/onecloud/uat2-ebssso.vmware.com-pool
10.148.92.19,443,/onecloud/uat2-ebssso.vmware.com-pool
10.148.92.69,8001,/onecloud/s2-uat2-lr1-vip.vmware.com-pool
10.148.92.70,8001,/onecloud/s2-uat2-lr1-vip.vmware.com-pool
10.148.92.58,8001,/onecloud/s2-uat2-lr4-vip.vmware.com-pool
10.148.92.59,8001,/onecloud/s2-uat2-lr4-vip.vmware.com-pool
10.148.92.79,7777,/onecloud/uat2soa-vip.vmware.com-pool
10.148.92.80,7777,/onecloud/uat2soa-vip.vmware.com-pool
10.148.92.81,7777,/onecloud/uat2soa-vip.vmware.com-pool
10.148.92.82,7777,/onecloud/uat2soa-vip.vmware.com-pool
10.113.14.177,80,kcat-stage-ses-pool
10.113.14.178,80,kcat-stage-ses-pool
10.119.33.9,80,bi-fbi-lt-pool
10.119.33.11,80,bi-fbi-lt-pool
10.148.249.36,80,/onecloud/wwwa-dev74-web-vip-1.vmware.com-pool
10.148.92.44,80,/onecloud/comm-uat2-pool
10.148.92.45,80,/onecloud/comm-uat2-pool
10.148.92.44,80,/onecloud/comm-uat2-pool
10.148.92.45,80,/onecloud/comm-uat2-pool
10.148.92.94,389,/onecloud/uat2-oid.vmware.com-pool
10.148.92.96,389,/onecloud/uat2-oid.vmware.com-pool
10.148.92.97,389,/onecloud/uat2-oid.vmware.com-pool
10.148.92.31,8281,/onecloud/s2-uat2-websvc2-vip.vmware.com-pool
10.148.92.32,8281,/onecloud/s2-uat2-websvc2-vip.vmware.com-pool
10.148.92.33,8481,/onecloud/s2-uat2-websvc4-vip.vmware.com-pool
10.148.92.33,8581,/onecloud/s2-uat2-websvc4-vip.vmware.com-pool
10.148.92.34,8481,/onecloud/s2-uat2-websvc4-vip.vmware.com-pool
10.148.92.34,8581,/onecloud/s2-uat2-websvc4-vip.vmware.com-pool
10.148.92.51,8711,/onecloud/s2-uat2-tcs7-vip.vmware.com-pool
10.148.92.53,8711,/onecloud/s2-uat2-tcs7-vip.vmware.com-pool
10.148.92.39,8001,/onecloud/visl-uat2-ml-vip.vmware.com-pool
10.148.92.40,8001,/onecloud/visl-uat2-ml-vip.vmware.com-pool
10.148.92.41,8001,/onecloud/visl-uat2-ml-vip.vmware.com-pool
10.148.92.42,8001,/onecloud/visl-uat2-ml-vip.vmware.com-pool
10.148.92.49,8111,/onecloud/s2-uat2-tcs1-vip.vmware.com-pool
10.148.92.50,8111,/onecloud/s2-uat2-tcs1-vip.vmware.com-pool
10.148.92.51,8811,/onecloud/s2-uat2-tcs8-vip.vmware.com-pool
10.148.92.53,8811,/onecloud/s2-uat2-tcs8-vip.vmware.com-pool
10.148.92.51,8611,/onecloud/s2-uat2-tcs6-vip.vmware.com-pool
10.148.92.53,8611,/onecloud/s2-uat2-tcs6-vip.vmware.com-pool
10.148.92.49,8211,/onecloud/s2-uat2-tcs2-vip.vmware.com-pool
10.148.92.50,8211,/onecloud/s2-uat2-tcs2-vip.vmware.com-pool
10.148.54.42,7780,/onecloud/ucmtest13-vip_SSL-pool
10.148.54.44,7780,/onecloud/ucmtest13-vip_SSL-pool
10.148.92.51,8511,/onecloud/s2-uat2-tcs5-vip.vmware.com-pool
10.148.92.53,8511,/onecloud/s2-uat2-tcs5-vip.vmware.com-pool
10.148.92.52,81,/onecloud/s2-uat2-wcm-static-vip.vmware.com-pool
10.148.92.56,81,/onecloud/s2-uat2-wcm-static-vip.vmware.com-pool
10.148.92.35,8080,/onecloud/websearch-uat2-vip.vmware.com-pool
10.148.92.36,8080,/onecloud/websearch-uat2-vip.vmware.com-pool
10.148.92.5,80,/onecloud/lrp-uat2-vip.vmware.com-pool
10.148.92.6,80,/onecloud/lrp-uat2-vip.vmware.com-pool
10.148.92.71,6501,/onecloud/uat2-ovd.vmware.com-pool
10.148.92.73,6501,/onecloud/uat2-ovd.vmware.com-pool
10.148.92.76,6501,/onecloud/uat2-ovd.vmware.com-pool
10.148.92.11,7780,/onecloud/uat2-webpass-vip.vmware.com-pool
10.148.92.15,7780,/onecloud/uat2-webpass-vip.vmware.com-pool
10.148.92.49,8411,/onecloud/s2-uat2-tcs4-vip.vmware.com-pool
10.148.92.50,8411,/onecloud/s2-uat2-tcs4-vip.vmware.com-pool
10.148.92.31,8381,/onecloud/s2-uat2-websvc3-vip.vmware.com-pool
10.148.92.32,8381,/onecloud/s2-uat2-websvc3-vip.vmware.com-pool
10.148.92.61,7780,/onecloud/ucmuat2-vip.vmware.com-pool
10.148.92.62,7780,/onecloud/ucmuat2-vip.vmware.com-pool
10.148.92.31,8181,/onecloud/s2-uat2-websvc1-vip.vmware.com-pool
10.148.92.32,8181,/onecloud/s2-uat2-websvc1-vip.vmware.com-pool
10.148.92.52,80,/onecloud/s2-uat2-wcm-vip.vmware.com-pool
10.148.92.52,8251,/onecloud/s2-uat2-wcm-vip.vmware.com-pool
10.148.92.56,80,/onecloud/s2-uat2-wcm-vip.vmware.com-pool
10.148.92.56,8251,/onecloud/s2-uat2-wcm-vip.vmware.com-pool
10.148.92.12,80,/onecloud/portal-uat2-webgate-vip.vmware.com-pool
10.148.92.16,80,/onecloud/portal-uat2-webgate-vip.vmware.com-pool
10.148.92.17,80,/onecloud/portal-uat2-webgate-vip.vmware.com-pool
10.148.92.20,80,/onecloud/portal-uat2-webgate-vip.vmware.com-pool
10.148.92.49,8311,/onecloud/s2-uat2-tcs3-vip.vmware.com-pool
10.148.92.50,8311,/onecloud/s2-uat2-tcs3-vip.vmware.com-pool
10.148.92.39,8011,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.40,8011,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.41,8011,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.42,8011,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.39,8001,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.41,8001,/onecloud/psb-uat2-ml-vip.vmware.com-pool
10.148.92.2,80,/onecloud/portal-uat2-flexlm-vip.vmware.com-pool
10.148.92.3,80,/onecloud/portal-uat2-flexlm-vip.vmware.com-pool
10.130.41.48,443,esg-qa-int-pool-443
10.130.41.49,443,esg-qa-int-pool-443
10.148.249.126,80,/onecloud/www-dev77-vip.vmware.com-pool
10.127.238.63,80,/onecloud/www-dev77-vip.vmware.com-pool
10.127.238.64,80,/onecloud/www-dev77-vip.vmware.com-pool
10.148.249.124,80,/onecloud/www-test88-vip.vmware.com-pool
10.148.249.125,80,/onecloud/www-test88-vip.vmware.com-pool
10.148.90.59,8888,/onecloud/ucmdev12tril-vip.vmware.com-pool
10.148.90.38,8888,/onecloud/ucmdev12tril-vip.vmware.com-pool
10.148.90.34,8888,/onecloud/ucmdev12tril-vip.vmware.com-pool
10.148.90.36,8888,/onecloud/ucmdev12tril-vip.vmware.com-pool
10.113.70.45,8443,esg-stage-ext-pool-8443
10.113.70.46,8443,esg-stage-ext-pool-8443
10.113.70.45,443,esg-stage-ext-pool-443
10.113.70.46,443,esg-stage-ext-pool-443
10.113.70.48,443,esg-stage-ext-pool-443
10.113.70.49,443,esg-stage-ext-pool-443
10.113.14.192,443,esg-stage-int-pool-443
10.113.14.193,443,esg-stage-int-pool-443
10.128.36.104,443,esg-lt-int-pool-443
10.128.36.105,443,esg-lt-int-pool-443
10.128.11.93,443,esg-lt-int-pool-443
10.128.11.94,443,esg-lt-int-pool-443
10.130.64.78,443,esg-wdc-ext-pool-443
10.130.64.79,443,esg-wdc-ext-pool-443
10.148.90.21,8111,/onecloud/s2-dev12-tcs1-vip.vmware.com-pool
10.148.90.11,8111,/onecloud/s2-dev12-tcs1-vip.vmware.com-pool
10.148.90.52,389,/onecloud/dev12-oid.vmware.com-pool
10.148.90.3,389,/onecloud/dev12-oid.vmware.com-pool
10.148.90.6,80,/onecloud/lrp-dev12-vip.vmware.com-pool
10.148.90.53,80,/onecloud/lrp-dev12-vip.vmware.com-pool
10.148.90.2,80,/onecloud/portal-dev12-flexlm-vip.vmware.com-pool
10.148.90.4,80,/onecloud/portal-dev12-flexlm-vip.vmware.com-pool
10.148.90.4,8001,/onecloud/visl-dev12-pl-vip.vmware.com-pool
10.148.90.5,8001,/onecloud/visl-dev12-pl-vip.vmware.com-pool
10.148.90.49,8001,/onecloud/visl-dev12-pl-vip.vmware.com-pool
10.148.90.65,8001,/onecloud/visl-dev12-pl-vip.vmware.com-pool
10.148.90.21,8411,/onecloud/s2-dev12-tcs4-vip.vmware.com-pool
10.148.90.11,8411,/onecloud/s2-dev12-tcs4-vip.vmware.com-pool
10.148.90.22,8711,/onecloud/s2-dev12-tcs7-vip.vmware.com-pool
10.148.90.12,8711,/onecloud/s2-dev12-tcs7-vip.vmware.com-pool
10.148.90.32,7777,/onecloud/dev12soa-vip.vmware.com-pool
10.148.90.19,7777,/onecloud/dev12soa-vip.vmware.com-pool
10.148.90.27,8011,/onecloud/s2-dev12-lr2-vip.vmware.com-pool
10.148.90.28,8011,/onecloud/s2-dev12-lr2-vip.vmware.com-pool
10.148.90.41,8011,/onecloud/s2-dev12-lr2-vip.vmware.com-pool
10.148.90.42,8011,/onecloud/s2-dev12-lr2-vip.vmware.com-pool
10.148.90.15,80,/onecloud/wwwa-dev12-web-vip-1.vmware.com-pool
10.148.90.56,80,/onecloud/wwwa-dev12-web-vip-1.vmware.com-pool
10.148.90.25,80,/onecloud/wwwa-dev12-web-vip-1.vmware.com-pool
10.148.92.40,8001,/onecloud/psb-uat2-pl-vip.vmware.com-pool
10.148.92.42,8001,/onecloud/psb-uat2-pl-vip.vmware.com-pool
10.148.90.35,8001,/onecloud/s2-dev12-lr4-vip.vmware.com-pool
10.148.90.36,8001,/onecloud/s2-dev12-lr4-vip.vmware.com-pool
10.148.90.37,8001,/onecloud/s2-dev12-lr4-vip.vmware.com-pool
10.148.90.38,8001,/onecloud/s2-dev12-lr4-vip.vmware.com-pool
10.148.90.41,7780,/onecloud/ucmdev12-vip.vmware.com-pool
10.148.90.35,7780,/onecloud/ucmdev12-vip.vmware.com-pool
10.148.90.31,7780,/onecloud/ucmdev12-vip.vmware.com-pool
10.148.90.32,7780,/onecloud/ucmdev12-vip.vmware.com-pool
10.148.90.49,80,/onecloud/www-dev12-vip.vmware.com-pool
10.148.90.4,8011,/onecloud/psb-dev12-ml-vip.vmware.com-pool
10.148.90.5,8011,/onecloud/psb-dev12-ml-vip.vmware.com-pool
10.148.90.13,8381,/onecloud/s2-dev12-websvc3-vip.vmware.com-pool
10.148.90.26,8381,/onecloud/s2-dev12-websvc3-vip.vmware.com-pool
10.148.90.4,8001,/onecloud/visl-dev12-ml-vip.vmware.com-pool
10.148.90.5,8001,/onecloud/visl-dev12-ml-vip.vmware.com-pool
10.148.90.48,8001,/onecloud/visl-dev12-ml-vip.vmware.com-pool
10.148.90.63,8001,/onecloud/visl-dev12-ml-vip.vmware.com-pool
10.148.90.22,8811,/onecloud/s2-dev12-tcs8-vip.vmware.com-pool
10.148.90.12,8811,/onecloud/s2-dev12-tcs8-vip.vmware.com-pool
10.148.90.13,8481,/onecloud/s2-dev12-websvc4-vip.vmware.com-pool
10.148.90.13,8581,/onecloud/s2-dev12-websvc4-vip.vmware.com-pool
10.148.90.26,8481,/onecloud/s2-dev12-websvc4-vip.vmware.com-pool
10.148.90.35,8011,/onecloud/s2-dev12-lr5-vip.vmware.com-pool
10.148.90.36,8011,/onecloud/s2-dev12-lr5-vip.vmware.com-pool
10.148.90.37,8011,/onecloud/s2-dev12-lr5-vip.vmware.com-pool
10.148.90.38,8011,/onecloud/s2-dev12-lr5-vip.vmware.com-pool
10.148.90.22,8511,/onecloud/s2-dev12-tcs5-vip.vmware.com-pool
10.148.90.12,8511,/onecloud/s2-dev12-tcs5-vip.vmware.com-pool
10.148.90.13,8281,/onecloud/s2-dev12-websvc2-vip.vmware.com-pool
10.148.90.26,8281,/onecloud/s2-dev12-websvc2-vip.vmware.com-pool
10.148.90.21,8311,/onecloud/s2-dev12-tcs3-vip.vmware.com-pool
10.148.90.11,8311,/onecloud/s2-dev12-tcs3-vip.vmware.com-pool
10.148.90.26,8001,/onecloud/s2-dev12-lr3-vip.vmware.com-pool
10.148.90.26,8011,/onecloud/s2-dev12-lr3-vip.vmware.com-pool
10.148.90.39,8001,/onecloud/s2-dev12-lr3-vip.vmware.com-pool
10.148.90.39,8011,/onecloud/s2-dev12-lr3-vip.vmware.com-pool
10.148.90.22,8611,/onecloud/s2-dev12-tcs6-vip.vmware.com-pool
10.148.90.12,8611,/onecloud/s2-dev12-tcs6-vip.vmware.com-pool
10.148.90.38,6501,/onecloud/dev12-ovd.vmware.com-pool
10.148.90.21,6501,/onecloud/dev12-ovd.vmware.com-pool
10.148.90.14,8080,/onecloud/websearch-dev12-vip.vmware.com-pool
10.148.90.45,8080,/onecloud/websearch-dev12-vip.vmware.com-pool
10.148.90.21,8211,/onecloud/s2-dev12-tcs2-vip.vmware.com-pool
10.148.90.11,8211,/onecloud/s2-dev12-tcs2-vip.vmware.com-pool
10.148.90.54,80,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.56,80,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.41,8080,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.43,8080,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.58,8080,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.60,8080,/onecloud/s2-dev12-solrs-vip.vmware.com-pool
10.148.90.27,8001,/onecloud/s2-dev12-lr1-vip.vmware.com-pool
10.148.90.28,8001,/onecloud/s2-dev12-lr1-vip.vmware.com-pool
10.148.90.41,8001,/onecloud/s2-dev12-lr1-vip.vmware.com-pool
10.148.90.42,8001,/onecloud/s2-dev12-lr1-vip.vmware.com-pool
10.148.90.13,8181,/onecloud/s2-dev12-websvc1-vip.vmware.com-pool
10.148.90.26,8181,/onecloud/s2-dev12-websvc1-vip.vmware.com-pool
10.148.90.49,80,/onecloud/www-dev12-vip.vmware.com-pool
10.148.90.55,80,/onecloud/www-dev12-vip.vmware.com-pool
10.148.90.10,80,/onecloud/www-dev12-vip.vmware.com-pool
10.148.91.48,8888,/onecloud/ucmtest12tril-vip.vmware.com-pool
10.148.91.52,8888,/onecloud/ucmtest12tril-vip.vmware.com-pool
10.148.91.32,8888,/onecloud/ucmtest12tril-vip.vmware.com-pool
10.148.91.36,8888,/onecloud/ucmtest12tril-vip.vmware.com-pool
10.113.52.32,80,sc9-stage-gsa-new-int-pool
10.113.60.32,80,iweb-prod-vip-pool
10.113.60.33,80,iweb-prod-vip-pool
10.113.52.32,443,sc9-stage-gsa-new-int-https-pool
10.113.60.32,80,iweb-prod-vip-pool
10.113.60.33,80,iweb-prod-vip-pool
10.113.60.57,80,sc9-prod-gsa-new-int-pool
10.113.60.58,80,sc9-prod-gsa-new-int-pool
10.113.60.57,443,sc9-prod-gsa-new-int-https-pool
10.113.60.58,443,sc9-prod-gsa-new-int-https-pool
10.148.91.71,8711,/onecloud/s2-test12-tcs7-vip.vmware.com-pool
10.148.91.73,8711,/onecloud/s2-test12-tcs7-vip.vmware.com-pool
10.148.91.41,8711,/onecloud/s2-test12-tcs7-vip.vmware.com-pool
10.148.91.43,8711,/onecloud/s2-test12-tcs7-vip.vmware.com-pool
10.148.235.5,8011,/onecloud/psb-test12-ml-vip.vmware.com-pool
10.148.235.6,8011,/onecloud/psb-test12-ml-vip.vmware.com-pool
10.148.235.7,8011,/onecloud/psb-test12-ml-vip.vmware.com-pool
10.148.235.8,8011,/onecloud/psb-test12-ml-vip.vmware.com-pool
10.148.91.69,8211,/onecloud/s2-test12-tcs2-vip.vmware.com-pool
10.148.91.70,8211,/onecloud/s2-test12-tcs2-vip.vmware.com-pool
10.148.91.39,8211,/onecloud/s2-test12-tcs2-vip.vmware.com-pool
10.148.91.40,8211,/onecloud/s2-test12-tcs2-vip.vmware.com-pool
10.148.91.66,443,/onecloud/test12-ebssso.vmware.com-pool
10.148.91.67,443,/onecloud/test12-ebssso.vmware.com-pool
