ip,port,name
10.113.190.7,143,SC09-OWA-imap4-pool
10.113.190.8,143,SC09-OWA-imap4-pool
10.113.190.9,143,SC09-OWA-imap4-pool
10.113.190.10,143,SC09-OWA-imap4-pool
10.113.190.25,143,SC09-OWA-imap4-pool
10.113.190.26,143,SC09-OWA-imap4-pool
10.113.190.27,143,SC09-OWA-imap4-pool
10.113.190.28,143,SC09-OWA-imap4-pool
10.113.14.39,7777,oraclereport-stage-pool
10.113.14.40,7777,oraclereport-stage-pool
10.113.14.41,7777,oraclereport-stage-pool
10.113.68.173,7778,oraclereport-stage-pool
10.113.68.174,7778,oraclereport-stage-pool
10.113.68.175,7778,oraclereport-stage-pool
10.113.162.102,25,proofpoint-ib-pool
10.113.162.103,25,proofpoint-ib-pool
10.113.162.104,25,proofpoint-ib-pool
10.113.180.100,3268,zimbra-ad-3268-pool
10.113.180.101,3268,zimbra-ad-3268-pool
10.113.60.18,3268,zimbra-ad-3268-pool
10.113.60.19,3268,zimbra-ad-3268-pool
10.113.161.174,80,ceip-prod-pool
10.113.161.175,80,ceip-prod-pool
10.113.14.65,8001,s2-stage-lr2-pool
10.113.14.66,8001,s2-stage-lr2-pool
10.113.14.183,8001,s2-stage-lr2-pool
10.113.161.55,443,opsgps-pool
10.113.12.35,7778,oracledisco-prod-pool
10.113.12.36,7778,oracledisco-prod-pool
10.113.12.37,7778,oracledisco-prod-pool
10.113.76.154,7778,oracledisco-prod-pool
10.113.76.160,7778,oracledisco-prod-pool
10.113.76.162,7778,oracledisco-prod-pool
10.113.180.100,636,zimbra-ad-636-pool
10.113.180.101,636,zimbra-ad-636-pool
10.113.60.18,636,zimbra-ad-636-pool
10.113.60.19,636,zimbra-ad-636-pool
10.113.61.211,443,sc9-prod-gsa-int-https-pool
10.113.61.212,443,sc9-prod-gsa-int-https-pool
10.113.162.43,443,sa-view-ssl-pool
10.113.162.44,443,sa-view-ssl-pool
10.113.161.174,80,ceip-prod-pool
10.113.161.175,80,ceip-prod-pool
10.113.61.169,80,lrp-prod-pool
10.113.61.170,80,lrp-prod-pool
10.113.190.5,80,SC09-OWA-pool
10.113.190.6,80,SC09-OWA-pool
10.113.190.7,80,SC09-OWA-pool
10.113.190.8,80,SC09-OWA-pool
10.113.190.9,80,SC09-OWA-pool
10.113.190.10,80,SC09-OWA-pool
10.113.190.25,80,SC09-OWA-pool
10.113.190.26,80,SC09-OWA-pool
10.113.190.27,80,SC09-OWA-pool
10.113.190.28,80,SC09-OWA-pool
10.113.61.169,80,lrp-prod-pool
10.113.61.170,80,lrp-prod-pool
10.113.190.5,110,SC09-OWA-pop3-pool
10.113.190.6,110,SC09-OWA-pop3-pool
10.113.190.7,110,SC09-OWA-pop3-pool
10.113.190.8,110,SC09-OWA-pop3-pool
10.113.190.9,110,SC09-OWA-pop3-pool
10.113.190.10,110,SC09-OWA-pop3-pool
10.113.190.25,110,SC09-OWA-pop3-pool
10.113.190.26,110,SC09-OWA-pop3-pool
10.113.190.27,110,SC09-OWA-pop3-pool
10.113.190.28,110,SC09-OWA-pop3-pool
10.113.76.134,7777,prodsoax-pool
10.113.76.135,7777,prodsoax-pool
10.113.76.136,7777,prodsoax-pool
10.113.76.141,7777,prodsoax-pool
10.113.76.147,7777,prodsoax-pool
10.113.161.211,80,sc9-wpad-proxy-pool
10.113.161.212,80,sc9-wpad-proxy-pool
10.113.161.213,80,sc9-wpad-proxy-pool
10.113.161.214,80,sc9-wpad-proxy-pool
10.113.161.215,80,sc9-wpad-proxy-pool
10.113.161.216,80,sc9-wpad-proxy-pool
10.113.161.217,80,sc9-wpad-proxy-pool
10.113.12.39,7778,oraclereport-pool
10.113.12.40,7778,oraclereport-pool
10.113.12.41,7778,oraclereport-pool
10.113.76.173,7778,oraclereport-pool
10.113.76.174,7778,oraclereport-pool
10.113.76.175,7778,oraclereport-pool
10.113.14.35,7777,oracledisco-stage-pool
10.113.14.36,7777,oracledisco-stage-pool
10.113.14.37,7777,oracledisco-stage-pool
10.113.68.164,7778,oracledisco-stage-pool
10.113.68.168,7778,oracledisco-stage-pool
10.113.68.180,7778,oracledisco-stage-pool
10.113.14.65,8011,s2-stage-lr3-pool
10.113.14.66,8011,s2-stage-lr3-pool
10.113.14.183,8011,s2-stage-lr3-pool
10.113.14.63,8001,s2-stage-lr1-pool
10.113.14.63,8011,s2-stage-lr1-pool
10.113.14.64,8001,s2-stage-lr1-pool
10.113.14.64,8011,s2-stage-lr1-pool
10.113.14.67,8001,s2-stage-lr1-pool
10.113.14.67,8011,s2-stage-lr1-pool
10.113.14.82,8001,s2-stage-lr1-pool
10.113.14.82,8011,s2-stage-lr1-pool
10.113.14.83,8001,s2-stage-lr1-pool
10.113.14.83,8011,s2-stage-lr1-pool
10.113.61.211,80,sc9-prod-gsa-int-pool
10.113.61.212,80,sc9-prod-gsa-int-pool
10.113.14.80,80,obie-stage-ice-pool
10.113.14.81,80,obie-stage-ice-pool
10.113.61.215,8001,ilog-prod-app-pool
10.113.61.243,8001,ilog-prod-app-pool
10.113.60.163,8001,ilog-prod-app-pool
10.113.180.100,389,zimbra-ad-389-pool
10.113.180.101,389,zimbra-ad-389-pool
10.113.60.18,389,zimbra-ad-389-pool
10.113.60.19,389,zimbra-ad-389-pool
10.113.160.173,25,zimbra-prod-mta-pool
10.113.160.174,25,zimbra-prod-mta-pool
10.113.160.227,25,zimbra-prod-mta-pool
10.113.163.63,25,zimbra-prod-mta-pool
10.113.163.64,25,zimbra-prod-mta-pool
10.113.163.65,25,zimbra-prod-mta-pool
10.113.12.81,8001,s2-prod-lr1-pool
10.113.12.81,8011,s2-prod-lr1-pool
10.113.12.82,8001,s2-prod-lr1-pool
10.113.12.82,8011,s2-prod-lr1-pool
10.113.12.85,8001,s2-prod-lr1-pool
10.113.12.85,8011,s2-prod-lr1-pool
10.113.12.86,8001,s2-prod-lr1-pool
10.113.12.86,8011,s2-prod-lr1-pool
10.113.12.87,8001,s2-prod-lr1-pool
10.113.12.87,8011,s2-prod-lr1-pool
10.113.12.119,8001,s2-prod-lr1-pool
10.113.12.119,8011,s2-prod-lr1-pool
10.113.14.68,80,lrp-stage-pool
10.113.14.69,80,lrp-stage-pool
10.113.14.68,80,lrp-stage-pool
10.113.14.69,80,lrp-stage-pool
10.113.12.39,8000,oraclereport-apps-pool
10.113.12.40,8000,oraclereport-apps-pool
10.113.12.41,8000,oraclereport-apps-pool
10.113.76.173,8000,oraclereport-apps-pool
10.113.76.174,8000,oraclereport-apps-pool
10.113.76.175,8000,oraclereport-apps-pool
10.113.12.25,8000,oracleapps-prod-pool
10.113.12.26,8000,oracleapps-prod-pool
10.113.12.27,8000,oracleapps-prod-pool
10.113.12.28,8000,oracleapps-prod-pool
10.113.12.29,8000,oracleapps-prod-pool
10.113.12.30,8000,oracleapps-prod-pool
10.113.76.27,8000,oracleapps-prod-pool
10.113.76.28,8000,oracleapps-prod-pool
10.113.76.29,8000,oracleapps-prod-pool
10.113.76.43,8000,oracleapps-prod-pool
10.113.76.163,8000,oracleapps-prod-pool
10.113.76.164,8000,oracleapps-prod-pool
10.113.12.83,8001,s2-prod-lr2-pool
10.113.12.84,8001,s2-prod-lr2-pool
10.113.12.213,8001,s2-prod-lr2-pool
10.113.12.214,8001,s2-prod-lr2-pool
10.113.12.215,8001,s2-prod-lr2-pool
10.113.12.14,80,obie-prod-ice-pool
10.113.12.15,80,obie-prod-ice-pool
10.113.12.16,80,obie-prod-ice-pool
10.113.12.17,80,obie-prod-ice-pool
10.113.12.83,8011,s2-prod-lr3-pool
10.113.12.84,8011,s2-prod-lr3-pool
10.113.12.213,8011,s2-prod-lr3-pool
10.113.12.214,8011,s2-prod-lr3-pool
10.113.12.215,8001,s2-prod-lr3-pool
10.113.12.215,8011,s2-prod-lr3-pool
10.113.162.65,8080,knova-prod-kss-pool2
10.113.162.66,8080,knova-prod-kss-pool2
10.113.162.67,8080,knova-prod-kss-pool2
10.113.162.68,8080,knova-prod-kss-pool2
10.113.162.69,8080,knova-prod-kss-pool2
10.113.162.70,8080,knova-prod-kss-pool2
10.113.162.71,8080,knova-prod-kss-pool2
10.113.162.72,8080,knova-prod-kss-pool2
10.16.79.158,80,sblwebesvstage-pool
10.16.79.159,80,sblwebesvstage-pool
10.16.79.161,80,sblwebesvprod-pool
10.16.79.162,80,sblwebesvprod-pool
10.16.79.100,80,mylearnweb-ci1-pool
10.16.79.144,443,vmview-secr-1-pool
10.16.79.169,80,eservice-sblprod-pool
10.16.79.170,80,eservice-sblprod-pool
10.16.79.144,443,vmview-pool
10.16.79.149,443,vmview-pool
10.16.79.161,80,sblwebesvprod-pool
10.16.79.162,80,sblwebesvprod-pool
10.16.79.149,443,vmview-secr-2-pool
10.16.79.77,80,knova-prod-kb-pool
10.16.79.78,80,knova-prod-kb-pool
10.16.79.101,80,mylearnssl-ci01-pool
10.16.79.101,443,mylearnssl-ci01-ssl-pool
10.16.79.161,80,sblwebesvprod-pool
10.16.79.162,80,sblwebesvprod-pool
10.16.79.38,80,askvmware-pool
10.16.79.79,80,knova-stg-kb-pool
10.16.79.80,80,knova-stg-kb-pool
10.16.79.146,443,vdm-secure-pool
10.16.79.147,443,vdm-secure-pool
10.16.79.146,443,vdmss-secure-lb1-pool
10.16.79.147,443,vdmss-secure-lb2-pool
10.16.79.131,80,vmprodtestwsvc-pool
10.16.79.132,80,vmprodtestwsvc-pool
10.16.79.131,80,vmprodtestwsvc-pool
10.16.79.132,80,vmprodtestwsvc-pool
10.16.79.152,80,DR-apache-stage-pool
10.16.79.153,80,DR-apache-stage-pool
10.16.79.152,80,DR-apache-stage-pool
10.16.79.153,80,DR-apache-stage-pool
10.16.79.57,80,store-stage2-pool
10.16.79.58,80,store-stage2-pool
10.16.79.158,80,sblwebesvstage-pool
10.16.79.159,80,sblwebesvstage-pool
10.16.79.167,80,eservice-sblstage-pool
10.16.79.168,80,eservice-sblstage-pool
10.16.79.177,443,at-secure-2-pool
10.16.79.57,80,store-stage2-pool
10.16.79.58,80,store-stage2-pool
10.16.79.158,80,sblwebesvstage-pool
10.16.79.159,80,sblwebesvstage-pool
10.16.79.158,80,sblwebesvstage-pool
10.16.79.159,80,sblwebesvstage-pool
10.16.79.161,80,sblwebesvprod-pool
10.16.79.162,80,sblwebesvprod-pool
10.16.79.176,443,at-secure-pool
10.16.79.177,443,at-secure-pool
10.16.79.176,443,at-secure-1-pool
10.16.79.38,80,askvmware-pool
10.16.79.184,80,osb-osdc.vmware.com-pool
10.16.67.135,80,outlooksoft-pool
10.16.67.137,80,outlooksoft-pool
10.16.12.21,80,vmvdm-pool
10.16.12.22,80,vmvdm-pool
10.16.45.187,80,vmfbidash-pool
10.16.45.188,80,vmfbidash-pool
10.16.45.179,80,poet-pool
10.16.45.180,80,poet-pool
10.113.89.93,443,at-view-ssl-pool
10.113.89.94,443,at-view-ssl-pool
10.113.161.144,80,vmsearch-pool-2
10.113.161.145,80,vmsearch-pool-2
10.113.161.146,80,vmsearch-pool-2
10.16.67.151,80,changepoint-pool
10.16.67.153,80,changepoint-pool
10.16.12.12,443,corpvdm-pool
10.16.12.13,443,corpvdm-pool
10.16.12.14,443,corpvdm-pool
10.16.45.214,80,vmweb-prod-people-1-pool
10.16.67.151,8080,changepoint-8080-pool
10.16.67.153,8080,changepoint-8080-pool
10.16.45.115,5222,jabber-prod-5222-pool
10.16.45.116,5222,jabber-prod-5222-pool
10.16.67.101,443,gss-pool
10.113.89.104,443,vmview-int-pool
10.113.89.105,443,vmview-int-pool
10.113.163.3,443,vmview-int-pool
10.113.163.4,443,vmview-int-pool
10.16.45.54,80,knova-prod-ikb-pool
10.16.45.55,80,knova-prod-ikb-pool
10.16.12.21,80,vmvdm-pool
10.16.12.22,80,vmvdm-pool
10.16.45.75,80,strm-prod-app-pool
10.16.45.87,80,strm-prod-app-pool
10.113.161.144,443,vmshare-pool-2
10.113.161.145,443,vmshare-pool-2
10.113.161.146,443,vmshare-pool-2
10.16.45.115,5280,jabber-prod-5280-pool
10.16.45.116,5280,jabber-prod-5280-pool
10.16.67.59,443,vmshare-pool
10.16.67.70,443,vmshare-pool
10.16.67.75,443,vmshare-pool
10.16.67.76,443,vmshare-pool
10.16.67.210,389,osdc-ldap-pool
10.16.67.211,389,osdc-ldap-pool
10.16.67.66,80,vmweb-pool
10.16.67.67,80,vmweb-pool
10.16.67.68,80,vmweb-pool
10.16.67.69,80,vmweb-pool
10.16.67.43,9704,vmpridash-pool
10.16.67.113,9704,vmpridash-pool
10.16.67.144,80,osdc-wpad-pool
10.16.67.145,80,osdc-wpad-pool
10.16.67.146,80,osdc-wpad-pool
10.16.67.147,80,osdc-wpad-pool
10.16.67.148,80,osdc-wpad-pool
10.16.67.219,80,osdc-wpad-pool
10.16.67.220,80,osdc-wpad-pool
10.16.45.144,80,OWA-pool
10.16.45.174,80,OWA-pool
10.16.45.175,80,OWA-pool
10.16.45.176,80,OWA-pool
10.16.45.177,80,OWA-pool
10.16.45.178,80,OWA-pool
10.113.81.129,80,OWA-pool
10.113.81.130,80,OWA-pool
10.113.81.145,80,OWA-pool
10.113.81.160,80,OWA-pool
10.113.81.161,80,OWA-pool
10.113.81.162,80,OWA-pool
10.113.81.163,80,OWA-pool
10.113.81.164,80,OWA-pool
10.113.81.165,80,OWA-pool
10.113.81.166,80,OWA-pool
10.113.81.169,80,OWA-pool
10.113.81.170,80,OWA-pool
10.113.81.171,80,OWA-pool
10.113.81.172,80,OWA-pool
10.113.190.5,80,OWA-pool
10.113.190.6,80,OWA-pool
10.113.190.7,80,OWA-pool
10.113.190.8,80,OWA-pool
10.113.190.9,80,OWA-pool
10.113.190.10,80,OWA-pool
10.113.190.25,80,OWA-pool
10.113.190.26,80,OWA-pool
10.113.190.27,80,OWA-pool
10.113.190.28,80,OWA-pool
10.16.67.144,3128,osdc-proxy-pool
10.16.67.145,3128,osdc-proxy-pool
10.16.67.146,3128,osdc-proxy-pool
10.16.67.147,3128,osdc-proxy-pool
10.16.67.148,3128,osdc-proxy-pool
10.16.67.219,3128,osdc-proxy-pool
10.16.67.220,3128,osdc-proxy-pool
10.16.45.47,8080,knova-prod-kss-pool
10.16.45.48,8080,knova-prod-kss-pool
10.16.45.49,8080,knova-prod-kss-pool
10.16.67.59,80,vmsearch-pool
10.16.67.70,80,vmsearch-pool
10.16.67.75,80,vmsearch-pool
10.16.67.76,80,vmsearch-pool
10.16.67.59,80,vmsearch-pool
10.16.67.70,80,vmsearch-pool
10.16.67.75,80,vmsearch-pool
10.16.67.76,80,vmsearch-pool
10.16.66.38,5666,gw-wmi-pool
10.16.67.44,5666,gw-wmi-pool
10.16.67.109,5666,gw-wmi-pool
10.16.67.143,5666,gw-wmi-pool
10.16.45.144,143,OWA-imap4-pool
10.16.45.174,143,OWA-imap4-pool
10.16.45.175,143,OWA-imap4-pool
10.16.45.176,143,OWA-imap4-pool
10.16.45.177,143,OWA-imap4-pool
10.16.45.178,143,OWA-imap4-pool
10.113.81.129,143,OWA-imap4-pool
10.113.81.130,143,OWA-imap4-pool
10.113.81.145,143,OWA-imap4-pool
10.113.81.160,143,OWA-imap4-pool
10.113.81.161,143,OWA-imap4-pool
10.113.81.162,143,OWA-imap4-pool
10.113.81.163,143,OWA-imap4-pool
10.113.81.164,143,OWA-imap4-pool
10.113.81.165,143,OWA-imap4-pool
10.113.81.166,143,OWA-imap4-pool
10.113.81.169,143,OWA-imap4-pool
10.113.81.170,143,OWA-imap4-pool
10.113.81.171,143,OWA-imap4-pool
10.113.81.172,143,OWA-imap4-pool
10.113.190.5,143,OWA-imap4-pool
10.113.190.6,143,OWA-imap4-pool
10.113.190.7,143,OWA-imap4-pool
10.113.190.8,143,OWA-imap4-pool
10.113.190.9,143,OWA-imap4-pool
10.113.190.10,143,OWA-imap4-pool
10.113.190.25,143,OWA-imap4-pool
10.113.190.26,143,OWA-imap4-pool
10.113.190.27,143,OWA-imap4-pool
10.113.190.28,143,OWA-imap4-pool
10.16.45.144,80,OWA-pool
10.16.45.174,80,OWA-pool
10.16.45.175,80,OWA-pool
10.16.45.176,80,OWA-pool
10.16.45.177,80,OWA-pool
10.16.45.178,80,OWA-pool
10.113.81.129,80,OWA-pool
10.113.81.130,80,OWA-pool
10.113.81.145,80,OWA-pool
10.113.81.160,80,OWA-pool
10.113.81.161,80,OWA-pool
10.113.81.162,80,OWA-pool
10.113.81.163,80,OWA-pool
10.113.81.164,80,OWA-pool
10.113.81.165,80,OWA-pool
10.113.81.166,80,OWA-pool
10.113.81.169,80,OWA-pool
10.113.81.170,80,OWA-pool
10.113.81.171,80,OWA-pool
10.113.81.172,80,OWA-pool
10.113.190.5,80,OWA-pool
10.113.190.6,80,OWA-pool
10.113.190.7,80,OWA-pool
10.113.190.8,80,OWA-pool
10.113.190.9,80,OWA-pool
10.113.190.10,80,OWA-pool
10.113.190.25,80,OWA-pool
10.113.190.26,80,OWA-pool
10.113.190.27,80,OWA-pool
10.113.190.28,80,OWA-pool
10.16.45.144,110,OWA-pop3-pool
10.16.45.174,110,OWA-pop3-pool
10.16.45.175,110,OWA-pop3-pool
10.16.45.176,110,OWA-pop3-pool
10.16.45.177,110,OWA-pop3-pool
10.16.45.178,110,OWA-pop3-pool
10.113.81.16,110,OWA-pop3-pool
10.113.81.129,110,OWA-pop3-pool
10.113.81.130,110,OWA-pop3-pool
10.113.81.145,110,OWA-pop3-pool
10.113.81.160,110,OWA-pop3-pool
10.113.81.161,110,OWA-pop3-pool
10.113.81.162,110,OWA-pop3-pool
10.113.81.163,110,OWA-pop3-pool
10.113.81.164,110,OWA-pop3-pool
10.113.81.165,110,OWA-pop3-pool
10.113.81.169,110,OWA-pop3-pool
10.113.81.170,110,OWA-pop3-pool
10.113.81.171,110,OWA-pop3-pool
10.113.81.172,110,OWA-pop3-pool
10.113.190.5,110,OWA-pop3-pool
10.113.190.6,110,OWA-pop3-pool
10.113.190.7,110,OWA-pop3-pool
10.113.190.8,110,OWA-pop3-pool
10.113.190.9,110,OWA-pop3-pool
10.113.190.10,110,OWA-pop3-pool
10.113.190.25,110,OWA-pop3-pool
10.113.190.26,110,OWA-pop3-pool
10.113.190.27,110,OWA-pop3-pool
10.113.190.28,110,OWA-pop3-pool
10.16.45.144,143,OWA-imap4-pool
10.16.45.174,143,OWA-imap4-pool
10.16.45.175,143,OWA-imap4-pool
10.16.45.176,143,OWA-imap4-pool
10.16.45.177,143,OWA-imap4-pool
10.16.45.178,143,OWA-imap4-pool
10.113.81.129,143,OWA-imap4-pool
10.113.81.130,143,OWA-imap4-pool
10.113.81.145,143,OWA-imap4-pool
10.113.81.160,143,OWA-imap4-pool
10.113.81.161,143,OWA-imap4-pool
10.113.81.162,143,OWA-imap4-pool
10.113.81.163,143,OWA-imap4-pool
10.113.81.164,143,OWA-imap4-pool
10.113.81.165,143,OWA-imap4-pool
10.113.81.166,143,OWA-imap4-pool
10.113.81.169,143,OWA-imap4-pool
10.113.81.170,143,OWA-imap4-pool
10.113.81.171,143,OWA-imap4-pool
10.113.81.172,143,OWA-imap4-pool
10.113.190.5,143,OWA-imap4-pool
10.113.190.6,143,OWA-imap4-pool
10.113.190.7,143,OWA-imap4-pool
10.113.190.8,143,OWA-imap4-pool
10.113.190.9,143,OWA-imap4-pool
10.113.190.10,143,OWA-imap4-pool
10.113.190.25,143,OWA-imap4-pool
10.113.190.26,143,OWA-imap4-pool
10.113.190.27,143,OWA-imap4-pool
10.113.190.28,143,OWA-imap4-pool
10.16.45.50,8080,knova-prod-kcc-pool
10.16.45.51,8080,knova-prod-kcc-pool
10.16.45.52,8080,knova-prod-kcc-pool
10.16.45.144,110,OWA-pop3-pool
10.16.45.174,110,OWA-pop3-pool
10.16.45.175,110,OWA-pop3-pool
10.16.45.176,110,OWA-pop3-pool
10.16.45.177,110,OWA-pop3-pool
10.16.45.178,110,OWA-pop3-pool
10.113.81.16,110,OWA-pop3-pool
10.113.81.129,110,OWA-pop3-pool
10.113.81.130,110,OWA-pop3-pool
10.113.81.145,110,OWA-pop3-pool
10.113.81.160,110,OWA-pop3-pool
10.113.81.161,110,OWA-pop3-pool
10.113.81.162,110,OWA-pop3-pool
10.113.81.163,110,OWA-pop3-pool
10.113.81.164,110,OWA-pop3-pool
10.113.81.165,110,OWA-pop3-pool
10.113.81.169,110,OWA-pop3-pool
10.113.81.170,110,OWA-pop3-pool
10.113.81.171,110,OWA-pop3-pool
10.113.81.172,110,OWA-pop3-pool
10.113.190.5,110,OWA-pop3-pool
10.113.190.6,110,OWA-pop3-pool
10.113.190.7,110,OWA-pop3-pool
10.113.190.8,110,OWA-pop3-pool
10.113.190.9,110,OWA-pop3-pool
10.113.190.10,110,OWA-pop3-pool
10.113.190.25,110,OWA-pop3-pool
10.113.190.26,110,OWA-pop3-pool
10.113.190.27,110,OWA-pop3-pool
10.113.190.28,110,OWA-pop3-pool
10.113.161.145,80,Test-pool
10.113.161.146,80,Test-pool
10.16.45.226,3269,testad-3269-pool
10.21.184.21,3269,testad-3269-pool
10.16.45.226,3268,testad-3268-pool
10.21.184.21,3268,testad-3268-pool
10.113.161.144,443,source-pool-2
10.113.161.145,443,source-pool-2
10.113.161.146,443,source-pool-2
10.113.161.144,80,vmsearch-pool-2
10.113.161.145,80,vmsearch-pool-2
10.113.161.146,80,vmsearch-pool-2
10.16.45.226,636,testad-636-pool
10.21.184.21,636,testad-636-pool
10.16.45.226,389,testad-389-pool
10.21.184.21,389,testad-389-pool
10.16.41.25,8171,portal-perf-sca-vip
10.16.41.26,8171,portal-perf-sca-vip
10.16.45.187,80,fbi-pool
10.16.45.188,80,fbi-pool
10.16.41.185,8001,s2-test-lr3-pool
10.16.41.185,8011,s2-test-lr3-pool
10.16.41.194,80,lrp-test-pool
10.16.41.195,80,lrp-test-pool
10.16.41.17,6501,ora-perf-fmidm-6501-ovd-pool
10.16.41.18,6501,ora-perf-fmidm-6501-ovd-pool
10.16.41.17,7501,ora-perf-fmidm-7501-ovd-pool
10.16.41.18,7501,ora-perf-fmidm-7501-ovd-pool
10.16.40.80,8080,ppmstage-pool
10.16.40.80,8443,ppmstage-pool
10.16.41.183,8001,s2-test-lr1-pool
10.16.41.184,8001,s2-test-lr1-pool
10.16.41.183,8011,s2-test-lr2-pool
10.16.41.184,8011,s2-test-lr2-pool
10.16.20.63,80,PubEval-pool
10.16.20.63,80,PubEval-pool
10.16.20.178,8080,communities-lt-cluster-pool
10.16.20.179,8080,communities-lt-cluster-pool
10.16.20.178,80,communities-stage-pool
10.16.20.179,80,communities-stage-pool
10.16.40.16,80,communities-vmwperf-pool
10.16.40.17,80,communities-vmwperf-pool
10.16.40.18,80,communities-vmwperf-pool
10.16.20.16,7777,dev2soa-pool
10.16.20.97,7777,dev2soa-pool
10.16.21.1,7001,drperfwebsvc-pool
10.16.21.2,7001,drperfwebsvc-pool
10.16.20.145,7001,druatwebsvc-pool
10.16.20.146,7001,druatwebsvc-pool
10.16.21.108,7001,drvmwtestwsvc-pool
10.16.21.109,7001,drvmwtestwsvc-pool
10.16.20.113,7001,stg2-websvc-CRP2-pool
10.16.20.114,7001,stg2-websvc-CRP2-pool
10.16.20.44,8080,eis-dev-locklizard-1-pool
10.16.20.44,8080,eis-dev-locklizard-1-pool
10.16.21.217,80,fbi-dev-pool
10.16.21.207,80,flexvmwperfwebsvc-pool
10.16.40.13,443,vmshare-stage-ssl-pool
10.16.40.109,443,vmshare-stage-ssl-pool
10.16.40.110,443,vmshare-stage-ssl-pool
10.16.41.99,443,vmshare-stage-ssl-pool
10.16.67.59,443,vmportal3-web-ssl-pool
10.16.67.75,443,vmportal3-web-ssl-pool
10.16.67.76,443,vmportal3-web-ssl-pool
10.16.40.243,80,it-vmware-redesign-dev--pool
10.16.21.18,80,knova-stg-ikb-pool
10.16.21.19,80,knova-stg-ikb-pool
10.16.40.33,8080,knova-stg-kcc-pool
10.16.40.38,8080,knova-stg-kcc-pool
10.16.40.65,8080,knova-stg-kcc-pool
10.16.40.47,8080,knova-stg-kss-pool
10.16.40.48,8080,knova-stg-kss-pool
10.16.40.49,8080,knova-stg-kss-pool
10.16.41.139,80,lrp-perf-pool
10.16.41.140,80,lrp-perf-pool
10.16.41.139,80,lrp-perf-pool
10.16.41.140,80,lrp-perf-pool
10.16.21.201,20910,odi-qa-agent-pool
10.16.21.201,20920,odi-qa-agent-pool
10.16.21.202,20920,odi-qa-agent-pool
10.16.41.48,8011,ora-pref-osb-8011-pool
10.16.41.49,8011,ora-pref-osb-8011-pool
10.16.41.22,7777,ora-pref-osb-pool
10.16.41.23,7777,ora-pref-osb-pool
10.16.40.13,443,vmshare-stage-ssl-pool
10.16.40.109,443,vmshare-stage-ssl-pool
10.16.40.110,443,vmshare-stage-ssl-pool
10.16.41.99,443,vmshare-stage-ssl-pool
10.16.67.59,443,vmportal3-web-ssl-pool
10.16.67.75,443,vmportal3-web-ssl-pool
10.16.67.76,443,vmportal3-web-ssl-pool
10.16.40.145,80,pchmgmt-perf-web-vip
10.16.40.146,80,pchmgmt-perf-web-vip
10.16.40.165,80,vmweb-test-web-1-pool
10.16.40.93,7005,portal-perf-s3p3-pool
10.16.40.94,7005,portal-perf-s3p3-pool
10.16.41.170,7777,perfsoax-pool
10.16.41.171,7777,perfsoax-pool
10.16.20.232,80,phnx-portal-dev2-pool
10.16.20.232,80,phnx-portal-dev2-pool
10.16.41.59,8171,portal-dev2-sca-pool
10.16.41.60,8171,portal-dev2-sca-pool
10.16.40.124,7007,portal-perf-licn-pool
10.16.40.125,7007,portal-perf-licn-pool
10.16.41.25,8171,portal-perf-sca-pool
10.16.41.26,8171,portal-perf-sca-pool
10.16.20.209,80,portal-vmwperf-web-pool
10.16.20.209,80,portal-vmwperf-web-pool
10.16.41.104,8001,s2-dev-lrp-8001-pool
10.16.41.105,8001,s2-dev-lrp-8001-pool
10.16.41.104,8011,s2-dev-lrp-8011-pool
10.16.41.105,8011,s2-dev-lrp-8011-pool
10.16.41.154,8001,s2-dev2-lr1-pool
10.16.41.155,8001,s2-dev2-lr1-pool
10.16.41.178,8001,s2-dev2-lr3-pool
10.16.41.178,8011,s2-dev2-lr3-pool
10.16.41.101,8231,s2-perf-accessws-pool
10.16.41.107,8231,s2-perf-accessws-pool
10.16.41.156,8001,s2-perf-lr1-pool
10.16.41.157,8001,s2-perf-lr1-pool
10.16.41.156,8011,s2-perf-lr2-pool
10.16.41.157,8011,s2-perf-lr2-pool
10.16.41.179,8001,s2-perf-lr3-pool
10.16.41.179,8011,s2-perf-lr3-pool
10.16.41.25,8111,s2-perf-tcs-8111-pool
10.16.41.26,8111,s2-perf-tcs-8111-pool
10.16.41.25,8211,s2-perf-tcs-8211-pool
10.16.41.26,8211,s2-perf-tcs-8211-pool
10.16.41.25,8311,s2-perf-tcs-8311-pool
10.16.41.26,8311,s2-perf-tcs-8311-pool
10.16.41.25,8411,s2-perf-tcs-8411-pool
10.16.41.26,8411,s2-perf-tcs-8411-pool
10.16.41.102,8511,s2-perf-tcs-8511-pool
10.16.41.103,8511,s2-perf-tcs-8511-pool
10.16.41.102,8611,s2-perf-tcs-8611-pool
10.16.41.103,8611,s2-perf-tcs-8611-pool
10.16.41.102,8711,s2-perf-tcs-8711-pool
10.16.41.103,8711,s2-perf-tcs-8711-pool
10.16.41.102,8811,s2-perf-tcs-8811-pool
10.16.41.103,8811,s2-perf-tcs-8811-pool
10.16.41.122,80,s2-perf-wcm-pool
10.16.41.123,80,s2-perf-wcm-pool
10.16.41.101,8181,s2-perf-websvc-8181-pool
10.16.41.107,8181,s2-perf-websvc-8181-pool
10.16.41.101,8281,s2-perf-websvc-8281-pool
10.16.41.107,8281,s2-perf-websvc-8281-pool
10.16.41.101,8381,s2-perf-websvc3-pool
