name,ip,port,f5cluster_name
/onecloud/s2-test67-wcm-vip.vmware.com,10.148.80.231,8251,ltm-onecloud-1
/onecloud/s2-test67-wcm-static-vip.vmware.com,10.148.80.107,81,ltm-onecloud-1
/onecloud/lrp-test67-vip.vmware.com,10.148.83.70,80,ltm-onecloud-1
/onecloud/www-test67-vip.vmware.com,10.148.80.78,80,ltm-onecloud-1
/onecloud/s2-test67-tcs5-vip.vmware.com,10.148.82.64,8511,ltm-onecloud-1
/onecloud/s2-test67-tcs6-vip.vmware.com,10.148.81.127,8611,ltm-onecloud-1
/onecloud/s2-test67-tcs7-vip.vmware.com,10.148.82.60,8711,ltm-onecloud-1
/onecloud/s2-test67-tcs8-vip.vmware.com,10.148.82.59,8811,ltm-onecloud-1
/onecloud/test67-ebssso.vmware.com,10.148.83.46,443,ltm-onecloud-1
/onecloud/comm-test17-vip-http,10.148.83.78,80,ltm-onecloud-1
/onecloud/s2-uat-ebspdhsso-ag-vip,10.148.83.76,443,ltm-onecloud-1
/onecloud/s2-test91-websvc1-vip.vmware.com.vmware.com,10.148.82.65,8181,ltm-onecloud-1
/onecloud/s2-test91-websvc2-vip.vmware.com.vmware.com,10.148.81.158,8281,ltm-onecloud-1
/onecloud/s2-test91-websvc3-vip.vmware.com.vmware.com,10.148.82.63,8381,ltm-onecloud-1
/onecloud/s2-test17-ebssso-ag-vip,10.148.81.163,80,ltm-onecloud-1
/onecloud/www-test17-vip.vmware.com-ssl,10.148.81.148,443,ltm-onecloud-1
/onecloud/s2-test17-ebssso-vip,10.148.81.157,443,ltm-onecloud-1
/onecloud/comm-test17-vip-https,10.148.83.78,443,ltm-onecloud-1
/onecloud/s2-test91-websvc1-vip.vmware.com,10.148.83.31,8181,ltm-onecloud-1
/onecloud/s2-test91-websvc2-vip.vmware.com,10.148.81.51,8281,ltm-onecloud-1
/onecloud/s2-test91-websvc3-vip.vmware.com,10.148.82.65,8381,ltm-onecloud-1
/onecloud/s2-test91-websvc4-vip.vmware.com,10.148.83.44,8481,ltm-onecloud-1
/onecloud/s2-test91-websvc5-vip.vmware.com,10.148.83.30,8581,ltm-onecloud-1
/onecloud/pdh-dev16-vip-ssl,10.148.81.48,443,ltm-onecloud-1
/onecloud/wwwa-test70-web-vip-1.vmware.com,10.148.80.106,80,ltm-onecloud-1
/onecloud/s2-test70-solrs-vip.vmware.com,10.148.80.109,80,ltm-onecloud-1
/onecloud/s2-uat-ebspdhsso-vip,10.148.83.77,443,ltm-onecloud-1
/onecloud/s2-test67-websvc4-vip.vmware.com,10.148.82.98,8481,ltm-onecloud-1
/onecloud/s2-test67-websvc5-vip.vmware.com,10.148.82.90,8581,ltm-onecloud-1
/onecloud/s2-test67-websvc3-vip.vmware.com,10.148.82.96,8381,ltm-onecloud-1
/onecloud/s2-test67-websvc1-vip.vmware.com,10.148.82.94,8181,ltm-onecloud-1
/onecloud/s2-test67-websvc2-vip.vmware.com,10.148.82.95,8281,ltm-onecloud-1
/onecloud/s2-test34-solrs-vip.vmware.com,10.148.83.53,80,ltm-onecloud-1
/onecloud/wwwa-test34-web-vip-1.vmware.com,10.148.83.36,80,ltm-onecloud-1
/onecloud/ucmtest34tril-vip.vmware.com,10.148.83.57,8888,ltm-onecloud-1
/onecloud/ucmtest34-vip.vmware.com,10.148.83.58,7780,ltm-onecloud-1
/onecloud/test34osb-vip.vmware.com,10.148.83.60,8011,ltm-onecloud-1
/onecloud/test34-oid.vmware.com,10.148.83.61,389,ltm-onecloud-1
/onecloud/portal-test34-flexlm-vip.vmware.com,10.148.83.54,80,ltm-onecloud-1
/onecloud/s2-test34-lrpis-vip.vmware.com,10.148.83.56,8001,ltm-onecloud-1
/onecloud/test34-ovd.vmware.com,10.148.83.62,6501,ltm-onecloud-1
/onecloud/portal-test34-webgate-vip.vmware.com,10.148.83.65,80,ltm-onecloud-1
/onecloud/test34-webpass-vip.vmware.com,10.148.83.66,7780,ltm-onecloud-1
/onecloud/test34soa-vip.vmware.com,10.148.83.67,7777,ltm-onecloud-1
/onecloud/s2-test34-lr1-vip.vmware.com,10.148.83.72,8001,ltm-onecloud-1
/onecloud/s2-test34-lr2-vip.vmware.com,10.148.83.69,8011,ltm-onecloud-1
/onecloud/s2-test34-lr4-vip.vmware.com,10.148.83.71,8001,ltm-onecloud-1
/onecloud/s2-test34-lr5-vip.vmware.com,10.148.83.59,8011,ltm-onecloud-1
/onecloud/s2-test34-lr3-vip.vmware.com,10.148.83.73,8001,ltm-onecloud-1
/onecloud/lrp-test34-vip.vmware.com,10.148.83.74,80,ltm-onecloud-1
/onecloud/s2-test34-tcs1-vip.vmware.com,10.148.83.89,8111,ltm-onecloud-1
/onecloud/s2-test34-tcs2-vip.vmware.com,10.148.83.80,8211,ltm-onecloud-1
/onecloud/s2-test34-tcs3-vip.vmware.com,10.148.83.81,8311,ltm-onecloud-1
/onecloud/s2-test34-tcs4-vip.vmware.com,10.148.83.82,8411,ltm-onecloud-1
/onecloud/s2-test34-tcs5-vip.vmware.com,10.148.83.91,8511,ltm-onecloud-1
/onecloud/s2-test34-wcm-vip.vmware.com,10.148.83.85,8251,ltm-onecloud-1
/onecloud/s2-test34-tcs6-vip.vmware.com,10.148.83.83,8611,ltm-onecloud-1
/onecloud/s2-test34-wcm-static-vip.vmware.com,10.148.83.86,81,ltm-onecloud-1
/onecloud/s2-test34-tcs7-vip.vmware.com,10.148.83.90,8711,ltm-onecloud-1
/onecloud/s2-test34-tcs8-vip.vmware.com,10.148.83.87,8811,ltm-onecloud-1
/onecloud/websearch-test34-vip.vmware.com,10.148.83.92,8080,ltm-onecloud-1
/onecloud/s2-test34-websvc1-vip.vmware.com,10.148.83.95,8181,ltm-onecloud-1
/onecloud/s2-test34-websvc2-vip.vmware.com,10.148.83.88,8281,ltm-onecloud-1
/onecloud/s2-test34-websvc3-vip.vmware.com,10.148.83.93,8381,ltm-onecloud-1
/onecloud/s2-test34-websvc4-vip.vmware.com,10.148.83.97,8481,ltm-onecloud-1
/onecloud/s2-test34-websvc5-vip.vmware.com,10.148.83.94,8581,ltm-onecloud-1
/onecloud/test34-ebssso.vmware.com,10.148.83.64,443,ltm-onecloud-1
/onecloud/s2-test34-ebssso-ag-vip.vmware.com,10.148.83.98,80,ltm-onecloud-1
/onecloud/s2-test34-ebssso-vip.vmware.com,10.148.83.99,443,ltm-onecloud-1
/onecloud/www-test34-vip.vmware.com,10.148.83.79,80,ltm-onecloud-1
/onecloud/www-test34-vip.vmware.com-ssl,10.148.83.79,443,ltm-onecloud-1
/onecloud/visl-test34-pl-vip.vmware.com,10.148.83.84,8001,ltm-onecloud-1
/onecloud/visl-test34-ml-vip.vmware.com,10.148.83.96,8001,ltm-onecloud-1
/onecloud/comm-test34-vip-http,10.148.83.100,80,ltm-onecloud-1
/onecloud/comm-test34-vip-https,10.148.83.100,443,ltm-onecloud-1
/onecloud/wwwa-test20-web-vip-1.vmware.com,10.148.83.68,80,ltm-onecloud-1
/onecloud/s2-test20-solrs-vip.vmware.com,10.148.83.103,80,ltm-onecloud-1
/onecloud/ucmtest20tril-vip.vmware.com,10.148.83.104,8888,ltm-onecloud-1
/onecloud/ucmtest20-vip.vmware.com,10.148.83.105,7780,ltm-onecloud-1
/onecloud/test20osb-vip.vmware.com,10.148.83.107,8011,ltm-onecloud-1
/onecloud/test20soa-vip.vmware.com,10.148.83.108,7777,ltm-onecloud-1
/onecloud/test20-oid.vmware.com,10.148.83.109,389,ltm-onecloud-1
/onecloud/s2-test20-tcs1-vip.vmware.com,10.148.83.114,8111,ltm-onecloud-1
/onecloud/s2-test20-tcs2-vip.vmware.com,10.148.83.115,8211,ltm-onecloud-1
/onecloud/s2-test20-tcs3-vip.vmware.com,10.148.83.116,8311,ltm-onecloud-1
/onecloud/s2-test20-tcs4-vip.vmware.com,10.148.83.117,8411,ltm-onecloud-1
/onecloud/s2-test20-tcs5-vip.vmware.com,10.148.83.121,8511,ltm-onecloud-1
/onecloud/s2-test20-tcs6-vip.vmware.com,10.148.83.106,8611,ltm-onecloud-1
/onecloud/s2-test20-tcs7-vip.vmware.com,10.148.83.118,8711,ltm-onecloud-1
/onecloud/s2-test20-tcs8-vip.vmware.com,10.148.83.119,8811,ltm-onecloud-1
/onecloud/s2-test20-wcm-vip.vmware.com,10.148.83.124,8251,ltm-onecloud-1
/onecloud/s2-test20-wcm-static-vip.vmware.com,10.148.83.122,81,ltm-onecloud-1
/onecloud/s2-test20-websvc1-vip.vmware.com,10.148.83.127,8181,ltm-onecloud-1
/onecloud/s2-test20-websvc2-vip.vmware.com,10.148.83.120,8281,ltm-onecloud-1
/onecloud/s2-test20-websvc3-vip.vmware.com,10.148.83.125,8381,ltm-onecloud-1
/onecloud/s2-test20-websvc4-vip.vmware.com,10.148.83.131,8481,ltm-onecloud-1
/onecloud/s2-test20-websvc5-vip.vmware.com,10.148.83.128,8581,ltm-onecloud-1
/onecloud/s2-test20-lr1-vip.vmware.com,10.148.83.135,8001,ltm-onecloud-1
/onecloud/s2-test20-lr2-vip.vmware.com,10.148.83.130,8011,ltm-onecloud-1
/onecloud/s2-test20-lr3-vip.vmware.com,10.148.83.136,8001,ltm-onecloud-1
/onecloud/s2-test20-lr4-vip.vmware.com,10.148.83.132,8001,ltm-onecloud-1
/onecloud/s2-test20-lr5-vip.vmware.com,10.148.83.133,8011,ltm-onecloud-1
/onecloud/lrp-test20-vip.vmware.com,10.148.83.137,80,ltm-onecloud-1
/onecloud/wwwa-dev77-web-vip-1.vmware.com,10.148.83.138,80,ltm-onecloud-1
/onecloud/www-test20-vip.vmware.com,10.148.83.139,80,ltm-onecloud-1
/onecloud/test20-ebssso.vmware.com,10.148.83.111,443,ltm-onecloud-1
/onecloud/s2-test20-ebssso-ag-vip.vmware.com,10.148.83.129,80,ltm-onecloud-1
/onecloud/s2-test20-ebssso-vip.vmware.com,10.148.83.126,443,ltm-onecloud-1
/onecloud/www-test20-ssl-vip.vmware.com,10.148.83.139,443,ltm-onecloud-1
/onecloud/comm-test20-vip-http,10.148.83.134,80,ltm-onecloud-1
/onecloud/comm-test20-vip-https,10.148.83.134,443,ltm-onecloud-1
/onecloud/comm-test91.vmware.com,10.148.80.204,80,ltm-onecloud-1
/onecloud/comm-test67.vmware.com,10.148.83.204,80,ltm-onecloud-1
/onecloud/oracleapps-test12-vip.vmware.com,10.148.83.143,443,ltm-onecloud-1
/onecloud/oraclereport-test12-vip.vmware.com,10.148.83.144,443,ltm-onecloud-1
/onecloud/comm-dev12.vmware.com,10.148.80.199,80,ltm-onecloud-1
/onecloud/s2-dev12-websvc5-vip.vmware.com,10.148.81.38,8581,ltm-onecloud-1
/onecloud/www-dev12-vip-ssl.vmware.com,10.148.83.43,443,ltm-onecloud-1
/onecloud/s2-dev12-ebssso-ag-vip.vmware.com,10.148.81.31,8011,ltm-onecloud-1
/onecloud/s2-dev12-ebssso-vip.vmware.com,10.148.81.30,9443,ltm-onecloud-1
/onecloud/s2-dev12-lrpis-vip.vmware.com,10.148.81.44,8001,ltm-onecloud-1
/onecloud/ucmdev13tril-vip.vmware.com,10.148.80.189,8888,ltm-onecloud-1
/onecloud/ucmdev13-vip.vmware.com,10.148.80.190,7780,ltm-onecloud-1
/onecloud/comm-dev13.vmware.com,10.148.82.208,80,ltm-onecloud-1
/onecloud/wwwa-dev13-web-vip-1.vmware.com,10.148.83.145,80,ltm-onecloud-1
/onecloud/s2-dev13-solrs-vip.vmware.com,10.148.83.152,80,ltm-onecloud-1
/onecloud/dev13-oid.vmware.com,10.148.83.151,389,ltm-onecloud-1
/onecloud/s2-dev13-tcs1-vip.vmware.com,10.148.83.156,8111,ltm-onecloud-1
/onecloud/s2-dev13-tcs2-vip.vmware.com,10.148.83.157,8211,ltm-onecloud-1
/onecloud/s2-dev13-tcs3-vip.vmware.com,10.148.83.158,8311,ltm-onecloud-1
/onecloud/s2-dev13-tcs4-vip.vmware.com,10.148.83.159,8411,ltm-onecloud-1
/onecloud/s2-dev13-tcs5-vip.vmware.com,10.148.83.165,8511,ltm-onecloud-1
/onecloud/s2-dev13-tcs6-vip.vmware.com,10.148.83.166,8611,ltm-onecloud-1
/onecloud/s2-dev13-tcs7-vip.vmware.com,10.148.83.167,8711,ltm-onecloud-1
/onecloud/s2-dev13-tcs8-vip.vmware.com,10.148.83.168,8811,ltm-onecloud-1
/onecloud/lrp-dev13-vip.vmware.com,10.148.83.169,80,ltm-onecloud-1
/onecloud/s2-dev13-lr1-vip.vmware.com,10.148.83.172,8001,ltm-onecloud-1
/onecloud/s2-dev13-lr2-vip.vmware.com,10.148.83.170,8011,ltm-onecloud-1
/onecloud/s2-dev13-lr3-vip.vmware.com,10.148.83.173,8001,ltm-onecloud-1
/onecloud/s2-dev13-lr4-vip.vmware.com,10.148.83.171,8001,ltm-onecloud-1
/onecloud/s2-dev13-lr5-vip.vmware.com,10.148.83.154,8011,ltm-onecloud-1
/onecloud/s2-dev13-websvc1-vip.vmware.com,10.148.83.161,8181,ltm-onecloud-1
/onecloud/s2-dev13-websvc2-vip.vmware.com,10.148.83.174,8281,ltm-onecloud-1
/onecloud/s2-dev13-websvc3-vip.vmware.com,10.148.83.175,8381,ltm-onecloud-1
/onecloud/s2-dev13-websvc4-vip.vmware.com,10.148.83.176,8481,ltm-onecloud-1
/onecloud/s2-dev13-websvc5-vip.vmware.com,10.148.83.177,8581,ltm-onecloud-1
/onecloud/www-dev13-vip.vmware.com,10.148.83.178,80,ltm-onecloud-1
/onecloud/portal-dev13-flexlm-vip.vmware.com,10.148.83.147,80,ltm-onecloud-1
/onecloud/websearch-dev13-vip.vmware.com,10.148.83.162,8080,ltm-onecloud-1
/onecloud/s2-dev13-ebssso-ag-vip.vmware.com,10.148.83.163,8011,ltm-onecloud-1
/onecloud/s2-dev13-ebssso-vip.vmware.com,10.148.83.164,9443,ltm-onecloud-1
/onecloud/visl-uat-siml-vip,10.148.82.162,8011,ltm-onecloud-1
/onecloud/web-test20-ints-vip-ssl,10.148.83.17,443,ltm-onecloud-1
/onecloud/dev81-oid.vmware.com,10.148.82.239,389,ltm-onecloud-1
/onecloud/s2-test79-solrs-vip.vmware.com,10.148.83.5,80,ltm-onecloud-1
/onecloud/esg-poc-int-vip.vmware.com,10.148.80.95,443,ltm-onecloud-1
/onecloud/s2-test12-websvc5-vip.vmware.com,10.148.81.85,8581,ltm-onecloud-1
/onecloud/s2-test12-ebssso-ag-vip.vmware.com,10.148.81.86,80,ltm-onecloud-1
/onecloud/s2-test12-ebssso-vip.vmware.com,10.148.81.77,443,ltm-onecloud-1
/onecloud/comm-test12-vip-http,10.148.81.80,80,ltm-onecloud-1
/onecloud/comm-test12-vip-ssl,10.148.81.80,443,ltm-onecloud-1
/onecloud/idmdatautility-stage-vip.vmware.com,10.127.248.51,80,ltm-onecloud-1
/onecloud/test14-ovd.vmware.com,10.148.81.243,6501,ltm-onecloud-1
/onecloud/test20-ovd.vmware.com,10.148.83.110,6501,ltm-onecloud-1
/onecloud/test33-ovd.vmware.com,10.148.82.226,6501,ltm-onecloud-1
/onecloud/s2-test13-wcm-static-vip.vmware.com,10.148.81.222,81,ltm-onecloud-1
/onecloud/s2-test13-tcs1-vip.vmware.com,10.148.81.232,8111,ltm-onecloud-1
/onecloud/s2-test13-tcs2-vip.vmware.com,10.148.81.226,8211,ltm-onecloud-1
/onecloud/s2-test13-tcs3-vip.vmware.com,10.148.81.229,8311,ltm-onecloud-1
/onecloud/s2-test13-tcs4-vip.vmware.com,10.148.81.230,8411,ltm-onecloud-1
/onecloud/s2-test13-tcs5-vip.vmware.com,10.148.81.236,8511,ltm-onecloud-1
/onecloud/s2-test13-tcs7-vip.vmware.com,10.148.81.233,8711,ltm-onecloud-1
/onecloud/s2-test13-tcs8-vip.vmware.com,10.148.81.234,8811,ltm-onecloud-1
/onecloud/s2-test13-lr1-vip.vmware.com,10.148.81.240,8001,ltm-onecloud-1
/onecloud/s2-test13-lr2-vip.vmware.com,10.148.81.235,8011,ltm-onecloud-1
/onecloud/s2-test13-lr3-vip.vmware.com,10.148.81.241,8001,ltm-onecloud-1
/onecloud/s2-test13-websvc1-vip.vmware.com,10.148.83.11,8181,ltm-onecloud-1
/onecloud/s2-test13-websvc2-vip.vmware.com,10.148.81.244,8281,ltm-onecloud-1
/onecloud/s2-test13-websvc3-vip.vmware.com,10.148.81.245,8381,ltm-onecloud-1
/onecloud/s2-test13-websvc4-vip.vmware.com,10.148.81.247,8481,ltm-onecloud-1
/onecloud/s2-test13-websvc5-vip.vmware.com,10.148.81.248,8581,ltm-onecloud-1
/onecloud/comm-test13.vmware.com,10.148.81.213,80,ltm-onecloud-1
/onecloud/ucmtest21tril-vip.vmware.com,10.148.83.16,8888,ltm-onecloud-1
/onecloud/ucmtest21-vip.vmware.com,10.148.83.25,7780,ltm-onecloud-1
/onecloud/www-test21-vip-ssl,10.148.83.191,443,ltm-onecloud-1
/onecloud/visl-test16-siml-vip,10.148.83.12,8011,ltm-onecloud-1
/onecloud/oraclereport-dev12-vip.vmware.com-ssl,10.148.83.33,443,ltm-onecloud-1
/onecloud/oracleapps-dev12-vip.vmware.com-ssl,10.148.83.32,443,ltm-onecloud-1
/onecloud/visl-test11-siml-vip,10.146.174.50,8011,ltm-onecloud-1
/onecloud/visl-test12-siml-vip,10.148.83.205,8011,ltm-onecloud-1
/onecloud/visl-test13-siml-vip,10.148.83.207,8011,ltm-onecloud-1
/onecloud/visl-test14-siml-vip,10.148.22.92,8011,ltm-onecloud-1
/onecloud/visl-test15-siml-vip,10.148.83.237,8011,ltm-onecloud-1
/onecloud/s2-test21-solrs-vip.vmware.com,10.148.83.10,80,ltm-onecloud-1
/onecloud/lrp-test21-vip.vmware.com,10.148.83.13,80,ltm-onecloud-1
/onecloud/wwwa-test21-web-vip-1.vmware.com,10.148.81.228,80,ltm-onecloud-1
/onecloud/comm-test21.vmware.com,10.148.83.23,80,ltm-onecloud-1
/onecloud/s2-test21-wcm-vip.vmware.com,10.148.83.29,8251,ltm-onecloud-1
/onecloud/s2-test21-wcm-static-vip.vmware.com,10.148.83.27,81,ltm-onecloud-1
/onecloud/s2-test21-tcs1-vip.vmware.com,10.148.83.50,8111,ltm-onecloud-1
/onecloud/s2-test21-tcs2-vip.vmware.com,10.148.83.28,8211,ltm-onecloud-1
/onecloud/s2-test21-tcs3-vip.vmware.com,10.148.83.34,8311,ltm-onecloud-1
/onecloud/s2-test21-tcs4-vip.vmware.com,10.148.83.35,8411,ltm-onecloud-1
/onecloud/www-test21-vip.vmware.com,10.148.83.19,80,ltm-onecloud-1
/onecloud/s2-test21-tcs5-vip.vmware.com,10.148.83.21,8511,ltm-onecloud-1
/onecloud/s2-test21-tcs6-vip.vmware.com,10.148.83.22,8611,ltm-onecloud-1
/onecloud/s2-test21-tcs7-vip.vmware.com,10.148.83.52,8711,ltm-onecloud-1
/onecloud/s2-test21-tcs8-vip.vmware.com,10.148.83.55,8811,ltm-onecloud-1
/onecloud/test21-oid.vmware.com,10.148.83.183,389,ltm-onecloud-1
/onecloud/s2-test21-websvc1-vip.vmware.com,10.148.83.192,8181,ltm-onecloud-1
/onecloud/s2-test21-websvc2-vip.vmware.com,10.148.83.142,8281,ltm-onecloud-1
/onecloud/s2-test21-websvc3-vip.vmware.com,10.148.83.180,8381,ltm-onecloud-1
/onecloud/s2-test21-websvc4-vip.vmware.com,10.148.83.181,8481,ltm-onecloud-1
/onecloud/s2-test21-websvc5-vip.vmware.com,10.148.83.185,8581,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-ag-vip,10.148.83.197,443,ltm-onecloud-1
/onecloud/s2-test13-ebspdhsso-vip,10.148.83.198,443,ltm-onecloud-1
/onecloud/test21-ovd.vmware.com,10.148.83.195,6501,ltm-onecloud-1
/onecloud/test21soa-vip.vmware.com,10.148.83.187,7777,ltm-onecloud-1
/onecloud/s2-test21-lr4-vip.vmware.com,10.148.83.193,8001,ltm-onecloud-1
/onecloud/s2-test21-lr5-vip.vmware.com,10.148.83.182,8011,ltm-onecloud-1
/onecloud/s2-test21-lr3-vip.vmware.com,10.148.83.199,8001,ltm-onecloud-1
/onecloud/s2-test21-lr1-vip.vmware.com,10.148.83.196,8001,ltm-onecloud-1
/onecloud/s2-test21-lr2-vip.vmware.com,10.148.83.200,8011,ltm-onecloud-1
/onecloud/test21osb-vip.vmware.com,10.148.83.201,8011,ltm-onecloud-1
/onecloud/test21-ebssso.vmware.com,10.148.83.190,443,ltm-onecloud-1
/onecloud/www-test21-vip.vmware.com-ssl,10.148.83.19,443,ltm-onecloud-1
/onecloud/comm-test21.vmware.com-ssl,10.148.83.23,443,ltm-onecloud-1
/onecloud/s2-test21-ebssso-vip.vmware.com,10.148.83.45,443,ltm-onecloud-1
/onecloud/s2-test21-ebssso-ag-vip.vmware.com,10.148.83.184,80,ltm-onecloud-1
/onecloud/wwwa-test789-web-vip-1.vmware.com,10.148.83.202,80,ltm-onecloud-1
/onecloud/s2-dev13-ebspdhsso-ag-vip,10.148.83.203,443,ltm-onecloud-1
/onecloud/s2-dev13-ebspdhsso-vip,10.148.83.204,443,ltm-onecloud-1
/onecloud/comm-dev987.vmware.com,10.148.80.51,80,ltm-onecloud-1
/onecloud/comm-dev14.vmware.com,10.148.81.47,80,ltm-onecloud-1
/onecloud/s2-dev14-websvc1-vip.vmware.com,10.148.82.4,8181,ltm-onecloud-1
/onecloud/s2-dev14-websvc2-vip.vmware.com,10.148.82.5,8281,ltm-onecloud-1
/onecloud/s2-dev14-websvc3-vip.vmware.com,10.148.82.6,8381,ltm-onecloud-1
/onecloud/s2-dev14-websvc4-vip.vmware.com,10.148.82.7,8481,ltm-onecloud-1
/onecloud/s2-dev14-websvc5-vip.vmware.com,10.148.82.8,8581,ltm-onecloud-1
/onecloud/pdh-dev97-vip.vmware.com,10.148.83.216,80,ltm-onecloud-1
/onecloud/ucmtest66tril-vip.vmware.com,10.148.83.223,8888,ltm-onecloud-1
/onecloud/ucmtest66-vip.vmware.com,10.148.83.220,7780,ltm-onecloud-1
/onecloud/oracleapps-test12-vip.vmware.com-ssl,10.148.83.143,443,ltm-onecloud-1
/onecloud/oraclereport-test12-vip.vmware.com-ssl,10.148.83.144,443,ltm-onecloud-1
/onecloud/comm-test66.vmware.com,10.148.82.163,80,ltm-onecloud-1
/onecloud/wwwa-test66-web-vip-1.vmware.com,10.148.83.219,80,ltm-onecloud-1
/onecloud/s2-test66-solrs-vip.vmware.com,10.148.83.224,80,ltm-onecloud-1
/onecloud/s2-test66-websvc1-vip.vmware.com,10.148.83.234,8181,ltm-onecloud-1
/onecloud/s2-test66-websvc2-vip.vmware.com,10.148.83.228,8281,ltm-onecloud-1
/onecloud/s2-test66-websvc3-vip.vmware.com,10.148.83.232,8381,ltm-onecloud-1
/onecloud/s2-test66-websvc4-vip.vmware.com,10.148.83.236,8481,ltm-onecloud-1
/onecloud/s2-test66-websvc5-vip.vmware.com,10.148.83.233,8581,ltm-onecloud-1
/onecloud/s2-test66-wcm-vip.vmware.com,10.148.82.117,8251,ltm-onecloud-1
/onecloud/s2-test66-wcm-static-vip.vmware.com,10.148.82.118,81,ltm-onecloud-1
/onecloud/s2-test66-tcs1-vip.vmware.com,10.148.82.120,8111,ltm-onecloud-1
/onecloud/s2-test66-tcs2-vip.vmware.com,10.148.82.121,8211,ltm-onecloud-1
/onecloud/s2-test66-tcs3-vip.vmware.com,10.148.82.122,8311,ltm-onecloud-1
/onecloud/s2-test66-tcs4-vip.vmware.com,10.148.82.123,8411,ltm-onecloud-1
/onecloud/s2-test66-tcs5-vip.vmware.com,10.148.82.124,8511,ltm-onecloud-1
/onecloud/s2-test66-tcs6-vip.vmware.com,10.148.82.125,8611,ltm-onecloud-1
/onecloud/s2-test66-tcs7-vip.vmware.com,10.148.82.116,8711,ltm-onecloud-1
/onecloud/s2-test66-tcs8-vip.vmware.com,10.148.82.119,8811,ltm-onecloud-1
/onecloud/comm-test15.vmware.com,10.148.82.127,80,ltm-onecloud-1
/onecloud/test15-oid.vmware.com,10.148.82.129,389,ltm-onecloud-1
/onecloud/s2-test15-websvc1-vip.vmware.com,10.148.82.139,8181,ltm-onecloud-1
/onecloud/s2-test15-websvc2-vip.vmware.com,10.148.82.135,8281,ltm-onecloud-1
/onecloud/s2-test15-websvc3-vip.vmware.com,10.148.82.137,8381,ltm-onecloud-1
/onecloud/s2-test15-websvc4-vip.vmware.com,10.148.82.141,8481,ltm-onecloud-1
/onecloud/s2-test15-websvc5-vip.vmware.com,10.148.82.138,8581,ltm-onecloud-1
/onecloud/s2-test66-lr2-vip.vmware.com,10.148.82.149,8001,ltm-onecloud-1
/onecloud/s2-test66-lr3-vip.vmware.com,10.148.80.199,8011,ltm-onecloud-1
/onecloud/s2-test66-lr1-vip.vmware.com,10.148.82.134,8001,ltm-onecloud-1
/onecloud/comm-test15-vip-ssl,10.148.82.127,443,ltm-onecloud-1
/onecloud/visl-test19-siml-vip.vmware.com,10.148.83.15,8011,ltm-onecloud-1
/onecloud/s2-dev15-websvc1-vip.vmware.com,10.148.80.105,8181,ltm-onecloud-1
/onecloud/s2-dev15-websvc2-vip.vmware.com,10.148.80.135,8281,ltm-onecloud-1
/onecloud/s2-dev15-websvc3-vip.vmware.com,10.148.80.159,8381,ltm-onecloud-1
/onecloud/s2-dev15-websvc4-vip.vmware.com,10.148.80.170,8481,ltm-onecloud-1
/onecloud/s2-dev15-websvc5-vip.vmware.com,10.148.80.223,8581,ltm-onecloud-1
/onecloud/s2-dev15-lrint1-vip.vmware.com,10.148.80.101,8001,ltm-onecloud-1
/onecloud/comm-test14.vmware.com,10.148.80.204,80,ltm-onecloud-1
/onecloud/s2-test14-websvc5-vip.vmware.com,10.148.80.228,8581,ltm-onecloud-1
/onecloud/s2-test14-wcm-static-vip.vmware.com,10.148.81.127,81,ltm-onecloud-1
/onecloud/s2-test14-tcs8-vip.vmware.com,10.148.82.28,8811,ltm-onecloud-1
/onecloud/s2-test14-lrint1-vip.vmware.com,10.148.82.29,8001,ltm-onecloud-1
/onecloud/comm-dev65.vmware.com,10.148.83.45,80,ltm-onecloud-1
/onecloud/comm-dev15.vmware.com,10.148.80.90,80,ltm-onecloud-1
/onecloud/wwwa-test40-web-vip-1.vmware.com,10.148.80.56,80,ltm-onecloud-1
/onecloud/comm-test40.vmware.com,10.148.82.54,80,ltm-onecloud-1
/onecloud/web-test14-ints-vip-ssl,10.148.82.47,443,ltm-onecloud-1
/onecloud/www-dev15-vip-ssl.vmware.com,10.148.82.43,443,ltm-onecloud-1
/onecloud/s2-test40-solrs-vip.vmware.com,10.148.82.41,80,ltm-onecloud-1
/onecloud/ucmtest40tril-vip.vmware.com,10.148.82.52,8888,ltm-onecloud-1
/onecloud/ucmtest40-vip.vmware.com,10.148.82.44,7780,ltm-onecloud-1
/onecloud/test40-oid.vmware.com,10.148.82.55,389,ltm-onecloud-1
/onecloud/test40osb-vip.vmware.com,10.148.82.49,8011,ltm-onecloud-1
/onecloud/test40soa-vip.vmware.com,10.148.82.53,7777,ltm-onecloud-1
/onecloud/s2-test40-lrint1-vip.vmware.com,10.148.82.57,8001,ltm-onecloud-1
/onecloud/s2-test40-tcs1-vip.vmware.com,10.148.82.59,8111,ltm-onecloud-1
/onecloud/s2-test40-lr1-vip.vmware.com,10.148.82.63,8001,ltm-onecloud-1
/onecloud/s2-test40-tcs2-vip.vmware.com,10.148.82.62,8211,ltm-onecloud-1
/onecloud/s2-test40-lr4-vip.vmware.com,10.148.82.64,8001,ltm-onecloud-1
/onecloud/s2-test40-lr2-vip.vmware.com,10.148.82.67,8011,ltm-onecloud-1
/onecloud/s2-test40-tcs3-vip.vmware.com,10.148.82.69,8311,ltm-onecloud-1
