name,lb_method,name,f5cluster_name
/onecloud/s2-dev52-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev52-lr1-vip,ltm-onecloud-1
/onecloud/s2-dev52-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev52-lr2-vip,ltm-onecloud-1
/onecloud/s2-dev52-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev52-lr3-vip,ltm-onecloud-1
/onecloud/s2-dev71-solrs-vip-pool,ROUND,ROBIN,/onecloud/s2-dev71-solrs-vip,ltm-onecloud-1
/onecloud/s2-dev98-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-dev98-lr1-vip,ltm-onecloud-1
/onecloud/s2-dev98-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-dev98-lr2-vip,ltm-onecloud-1
/onecloud/s2-dev98-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-dev98-lr3-vip,ltm-onecloud-1
/onecloud/s2-test11-ebssso-ag-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test11-ebssso-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test11-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-lr1-vip,ltm-onecloud-1
/onecloud/s2-test11-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-lr2-vip,ltm-onecloud-1
/onecloud/s2-test11-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-lr3-vip,ltm-onecloud-1
/onecloud/s2-test11-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-lr4-vip,ltm-onecloud-1
/onecloud/s2-test11-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-lr5-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test11-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test11-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test11-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-wcm-vip,ltm-onecloud-1
/onecloud/s2-test11-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test11-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test11-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test11-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc4-vip,ltm-onecloud-1
/onecloud/s2-test11-websvc5-vip-pool,ROUND,ROBIN,/onecloud/s2-test11-websvc5-vip,ltm-onecloud-1
/onecloud/s2-test12-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test12-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test12-ebssso-vip,ROUND,ROBIN,/onecloud/s2-test12-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test12-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-lr1-vip,ltm-onecloud-1
/onecloud/s2-test12-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-lr2-vip,ltm-onecloud-1
/onecloud/s2-test12-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-lr3-vip,ltm-onecloud-1
/onecloud/s2-test12-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-lr4-vip,ltm-onecloud-1
/onecloud/s2-test12-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-lr5-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test12-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test12-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test12-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-wcm-vip,ltm-onecloud-1
/onecloud/s2-test12-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test12-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test12-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test12-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test13-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test13-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test13-ebssso-pool,ROUND,ROBIN,/onecloud/s2-test13-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test13-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-lr1-vip,ltm-onecloud-1
/onecloud/s2-test13-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-lr2-vip,ltm-onecloud-1
/onecloud/s2-test13-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-lr3-vip,ltm-onecloud-1
/onecloud/s2-test13-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-lr4-vip,ltm-onecloud-1
/onecloud/s2-test13-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-lr5-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test13-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test13-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test13-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-wcm-vip,ltm-onecloud-1
/onecloud/s2-test13-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test13-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test13-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test13-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test14-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test14-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test14-ebssso-pool,ROUND,ROBIN,/onecloud/s2-test14-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test14-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-lr1-vip,ltm-onecloud-1
/onecloud/s2-test14-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-lr2-vip,ltm-onecloud-1
/onecloud/s2-test14-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-lr3-vip,ltm-onecloud-1
/onecloud/s2-test14-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-lr4-vip,ltm-onecloud-1
/onecloud/s2-test14-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-lr5-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test14-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test14-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test14-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-wcm-vip,ltm-onecloud-1
/onecloud/s2-test14-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test14-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test14-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test14-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test15-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test15-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test15-ebssso-pool,ROUND,ROBIN,/onecloud/s2-test15-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test15-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-lr1-vip,ltm-onecloud-1
/onecloud/s2-test15-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-lr2-vip,ltm-onecloud-1
/onecloud/s2-test15-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-lr3-vip,ltm-onecloud-1
/onecloud/s2-test15-lr4-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-lr4-vip,ltm-onecloud-1
/onecloud/s2-test15-lr5-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-lr5-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test15-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test15-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test15-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-wcm-vip,ltm-onecloud-1
/onecloud/s2-test15-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test15-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test15-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test15-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test15-websvc4-vip,ltm-onecloud-1
/onecloud/s2-test31-ebssso-ag-pool,ROUND,ROBIN,/onecloud/s2-test31-ebssso-ag-vip,ltm-onecloud-1
/onecloud/s2-test31-ebssso-pool,ROUND,ROBIN,/onecloud/s2-test31-ebssso-vip,ltm-onecloud-1
/onecloud/s2-test31-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-lr1-vip,ltm-onecloud-1
/onecloud/s2-test31-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-lr2-vip,ltm-onecloud-1
/onecloud/s2-test31-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-lr3-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test31-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test31-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test31-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-wcm-vip,ltm-onecloud-1
/onecloud/s2-test31-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test31-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test31-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test31-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test64-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-lr1-vip,ltm-onecloud-1
/onecloud/s2-test64-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-lr2-vip,ltm-onecloud-1
/onecloud/s2-test64-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-lr3-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test64-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test64-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test64-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test64-wcm-vip,ltm-onecloud-1
/onecloud/s2-test73-lr1-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-lr1-vip,ltm-onecloud-1
/onecloud/s2-test73-lr2-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-lr2-vip,ltm-onecloud-1
/onecloud/s2-test73-lr3-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-lr3-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs5-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs5-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs6-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs6-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs7-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs7-vip,ltm-onecloud-1
/onecloud/s2-test73-tcs8-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-tcs8-vip,ltm-onecloud-1
/onecloud/s2-test73-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test73-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-wcm-vip,ltm-onecloud-1
/onecloud/s2-test73-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test73-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test73-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test73-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-websvc4-vip,ltm-onecloud-1
/onecloud/s2-test73-websvc5-vip-pool,ROUND,ROBIN,/onecloud/s2-test73-websvc5-vip,ltm-onecloud-1
/onecloud/s2-test74-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test74-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test74-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test74-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test74-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test74-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-wcm-vip,ltm-onecloud-1
/onecloud/s2-test74-websvc1-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-websvc1-vip,ltm-onecloud-1
/onecloud/s2-test74-websvc2-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-websvc2-vip,ltm-onecloud-1
/onecloud/s2-test74-websvc3-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-websvc3-vip,ltm-onecloud-1
/onecloud/s2-test74-websvc4-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-websvc4-vip,ltm-onecloud-1
/onecloud/s2-test74-websvc5-vip-pool,ROUND,ROBIN,/onecloud/s2-test74-websvc5-vip,ltm-onecloud-1
/onecloud/s2-test75-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test75-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test75-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test75-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test75-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test75-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test75-wcm-vip,ltm-onecloud-1
/onecloud/s2-test76-tcs1-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-tcs1-vip,ltm-onecloud-1
/onecloud/s2-test76-tcs2-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-tcs2-vip,ltm-onecloud-1
/onecloud/s2-test76-tcs3-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-tcs3-vip,ltm-onecloud-1
/onecloud/s2-test76-tcs4-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-tcs4-vip,ltm-onecloud-1
/onecloud/s2-test76-wcm-static-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-wcm-static-vip,ltm-onecloud-1
/onecloud/s2-test76-wcm-vip-pool,ROUND,ROBIN,/onecloud/s2-test76-wcm-vip,ltm-onecloud-1
/onecloud/test11-ebssso-pool,ROUND,ROBIN,/onecloud/test11-ebssso,ltm-onecloud-1
/onecloud/test11-idp-vip-pool,ROUND,ROBIN,/onecloud/test11-idp-vip,ltm-onecloud-1
/onecloud/test11-ovd-vip-pool,ROUND,ROBIN,/onecloud/test11-ovd-vip,ltm-onecloud-1
/onecloud/test11-test-pool,ROUND,ROBIN,/onecloud/test11-test-vip,ltm-onecloud-1
/onecloud/test11-webgate-vip-pool,ROUND,ROBIN,/onecloud/test11-webgate-vip,ltm-onecloud-1
/onecloud/test11-webpass-vip-pool,ROUND,ROBIN,/onecloud/test11-webpass-vip,ltm-onecloud-1
/onecloud/test11osb-vip-pool,ROUND,ROBIN,/onecloud/test11osb-vip,ltm-onecloud-1
/onecloud/test11soa-vip-pool,ROUND,ROBIN,/onecloud/test11soa-vip,ltm-onecloud-1
/onecloud/test12-ebssso-pool,ROUND,ROBIN,/onecloud/test12-ebssso-vip,ltm-onecloud-1
/onecloud/test12-ovd-vip-pool,ROUND,ROBIN,/onecloud/test12-ovd-vip,ltm-onecloud-1
/onecloud/test12-webgate-vip-pool,ROUND,ROBIN,/onecloud/test12-webgate-vip,ltm-onecloud-1
/onecloud/test12-webpass-vip-pool,ROUND,ROBIN,/onecloud/test12-webpass-vip,ltm-onecloud-1
/onecloud/test12osb-8012-vip-pool,ROUND,ROBIN,/onecloud/test12osb-8012-vip,ltm-onecloud-1
/onecloud/test12osb-vip-pool,ROUND,ROBIN,/onecloud/test12osb-vip,ltm-onecloud-1
/onecloud/test12soa-vip-pool,ROUND,ROBIN,/onecloud/test12soa-vip,ltm-onecloud-1
/onecloud/test13-ebssso,ROUND,ROBIN,/onecloud/test13-ebssso,ltm-onecloud-1
/onecloud/test13-ovd-vip-pool,ROUND,ROBIN,/onecloud/test13-ovd-vip,ltm-onecloud-1
/onecloud/test13-webpass-vip-pool,ROUND,ROBIN,/onecloud/test13-webpass-vip,ltm-onecloud-1
/onecloud/test13osb-vip-pool,ROUND,ROBIN,/onecloud/test13osb-vip,ltm-onecloud-1
/onecloud/test13soa-vip-pool,ROUND,ROBIN,/onecloud/test13soa-vip,ltm-onecloud-1
/onecloud/test14-ebssso-pool,ROUND,ROBIN,/onecloud/test14-ebssso,ltm-onecloud-1
/onecloud/test14-ovd-vip-pool,ROUND,ROBIN,/onecloud/test14-ovd-vip,ltm-onecloud-1
/onecloud/test14-webpass-vip-pool,ROUND,ROBIN,/onecloud/test14-webpass-vip,ltm-onecloud-1
/onecloud/test14osb-8012-vip-pool,ROUND,ROBIN,/onecloud/test14osb-8012-vip,ltm-onecloud-1
/onecloud/test14osb-vip-pool,ROUND,ROBIN,/onecloud/test14osb-vip,ltm-onecloud-1
/onecloud/test14soa-vip-pool,ROUND,ROBIN,/onecloud/test14soa-vip,ltm-onecloud-1
/onecloud/test15-ebssso-pool,ROUND,ROBIN,/onecloud/test15-ebssso,ltm-onecloud-1
/onecloud/test15-oid-pool,ROUND,ROBIN,/onecloud/test15-oid-vip,ltm-onecloud-1
/onecloud/test15-ovd-vip-pool,ROUND,ROBIN,/onecloud/test15-ovd-vip,ltm-onecloud-1
/onecloud/test15-webpass-vip-pool,ROUND,ROBIN,/onecloud/test15-webpass-vip,ltm-onecloud-1
/onecloud/test15osb-vip-pool,ROUND,ROBIN,/onecloud/test15osb-vip,ltm-onecloud-1
/onecloud/test15soa-vip-pool,ROUND,ROBIN,/onecloud/test15soa-vip,ltm-onecloud-1
/onecloud/test16-ovd-vip-pool,ROUND,ROBIN,/onecloud/test16-ovd-vip,ltm-onecloud-1
/onecloud/test31-ebssso-pool,ROUND,ROBIN,/onecloud/test31-ebssso,ltm-onecloud-1
/onecloud/test31osb-vip-pool,ROUND,ROBIN,/onecloud/test31-osb-vip,ltm-onecloud-1
/onecloud/test31-ovd-vip-pool,ROUND,ROBIN,/onecloud/test31-ovd-vip,ltm-onecloud-1
/onecloud/test31soa-vip-pool,ROUND,ROBIN,/onecloud/test31-soa-vip,ltm-onecloud-1
/onecloud/test31-webgate-vip-pool,ROUND,ROBIN,/onecloud/test31-webgate-vip,ltm-onecloud-1
/onecloud/test31-webpass-vip-pool,ROUND,ROBIN,/onecloud/test31-webpass-vip,ltm-onecloud-1
/onecloud/ucmdev13-vip-pool,ROUND,ROBIN,/onecloud/ucmdev13-vip,ltm-onecloud-1
